Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,41T,46T,47T,72T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,44T,62T,63T,78T,43T,80T
2019_02_21,20.4,13.0,16.0,20.0,20.400000000000002,13.0,21.0,33.0,24.0,18,20,26.0,26.0,17.5,14.0,14.0,16,17.0,17.0,21.0,14.0,22.0,22.332142857142856,26.0,41.0,26.0,26.0,42.0,41.0,70.0,51.0,32.0,17.333333333333332,19.0,14.0,19.0,17.333333333333332,11.0,25.0,15,19.166666666666664,25.0,29.0,63,56.0,93.0,42.0,68.0,62.0,32.0,42.0,49.0,60,43.0,83.0,59.0,46.0,58.0,14.0,10.5,18.0,16.0,16.0,9.0,9
2019_02_22,16.8,9.0,13.0,16.0,16.8,10.0,18.0,31.0,18.0,15,16,22.0,24.0,15.75,13.0,12.0,14,14.0,14.0,23.0,15.0,23.0,20.548214285714288,28.0,42.0,22.0,28.0,41.0,45.0,69.0,54.0,39.0,14.0,17.0,12.0,13.0,14.0,10.0,18.0,11,16.0,24.0,27.0,59,63.0,87.0,41.0,82.0,68.0,42.0,49.0,59.0,58,42.0,91.0,65.0,48.0,56.0,18.0,8.5,17.0,17.0,17.0,9.0,9
2019_02_23,20.8,13.0,17.0,19.0,20.8,16.0,21.0,34.0,23.0,18,20,27.0,27.0,18.75,16.0,15.0,17,18.0,18.0,24.0,18.0,19.0,22.619642857142857,22.0,41.0,26.0,26.0,42.0,36.0,67.0,58.0,49.0,13.0,15.0,12.0,12.0,13.0,14.0,19.0,14,16.1,19.0,30.0,71,64.0,90.0,57.0,89.0,77.0,46.0,46.0,67.0,64,51.0,73.0,67.0,74.0,48.0,21.0,8.0,15.0,17.0,17.0,13.0,13
2019_02_24,20.5,13.0,17.0,21.0,20.5,15.0,21.0,26.0,22.0,18,21,31.0,29.0,19.25,15.0,14.0,19,18.0,18.0,21.0,18.0,22.0,23.044642857142858,27.0,39.0,28.0,25.0,43.0,44.0,70.0,64.0,58.0,15.333333333333334,21.0,13.0,12.0,15.333333333333334,14.0,14.0,14,16.56666666666667,20.0,27.0,56,48.0,67.0,47.0,63.0,55.0,51.0,51.0,61.0,66,52.0,51.0,57.0,67.0,37.0,21.0,8.0,18.0,19.0,19.0,12.0,12
2019_02_25,21.7,14.0,18.0,23.0,21.7,16.0,21.0,33.0,24.0,20,22,26.0,30.0,20.25,15.0,15.0,21,19.0,19.0,20.0,19.0,22.0,23.166071428571428,28.0,31.0,26.0,28.0,39.0,36.0,61.0,62.5,64.0,18.666666666666668,21.0,16.0,19.0,18.666666666666668,15.0,26.0,19,20.933333333333334,32.0,24.0,55,46.0,85.0,55.0,72.0,68.0,53.0,63.0,67.0,70,61.0,58.0,73.0,66.0,39.0,22.0,10.5,17.0,20.0,20.0,9.0,9
2019_02_26,23.2,17.0,19.0,21.0,23.2,18.0,23.0,35.0,26.0,21,23,29.0,29.0,20.25,16.0,16.0,20,20.0,20.0,25.0,20.0,29.0,24.380357142857143,27.0,39.0,26.0,30.0,33.0,34.0,57.0,52.0,47.0,17.333333333333332,19.0,14.0,19.0,17.333333333333332,20.0,18.0,16,20.366666666666667,31.0,32.0,63,58.0,76.0,52.0,77.0,84.0,45.0,60.0,81.0,68,65.0,60.0,60.0,82.0,43.0,13.0,10.0,15.0,18.0,18.0,8.0,8
2019_02_27,28.0,19.0,24.0,29.0,28.0,22.0,27.0,43.0,30.0,25,29,32.0,35.0,25.5,22.0,20.0,25,25.0,25.0,34.0,24.0,36.0,30.160714285714285,41.0,49.0,40.0,33.0,40.0,34.0,62.0,44.5,27.0,24.333333333333332,26.0,22.0,25.0,24.333333333333332,20.0,28.0,20,27.266666666666662,42.0,41.0,63,62.0,68.0,38.0,72.0,88.0,50.0,50.0,62.0,69,62.0,72.0,51.0,71.0,52.0,18.0,9.0,19.0,19.0,19.0,11.0,11
2019_02_28,30.7,21.0,24.0,32.0,30.7,25.0,33.0,43.0,34.0,27,30,38.0,39.0,28.25,25.0,24.0,25,28.0,28.0,31.0,26.0,37.0,32.70178571428571,38.0,54.0,37.0,35.0,43.0,49.0,74.0,53.5,33.0,23.333333333333332,26.0,20.0,24.0,23.333333333333332,23.0,28.0,22,26.766666666666662,38.0,40.0,69,66.0,75.0,42.0,55.0,71.0,46.0,54.0,94.0,53,46.0,67.0,57.0,58.0,59.0,24.0,9.5,26.0,24.0,24.0,15.0,15
2019_03_01,28.5,20.0,24.0,28.0,28.5,24.0,29.0,40.0,31.0,25,28,36.0,34.0,26.75,25.0,24.0,24,25.0,25.0,33.0,26.0,31.0,30.383928571428573,35.0,43.0,32.0,37.0,47.0,41.0,85.0,62.5,40.0,20.333333333333332,23.0,20.0,18.0,20.333333333333332,23.0,29.0,25,26.266666666666662,42.0,42.0,51,47.0,59.0,30.0,46.0,55.0,48.0,56.0,82.0,49,33.0,49.0,51.0,43.0,51.0,31.0,12.0,20.0,25.0,25.0,23.0,23
2019_03_02,28.9,22.0,25.0,26.0,28.9,26.0,31.0,37.0,32.0,25,29,36.0,37.0,27.5,24.0,23.0,26,26.0,26.0,30.0,25.0,31.0,30.159259259259258,30.159259259259255,42.0,30.0,34.0,43.0,43.0,77.0,60.0,43.0,21.666666666666668,29.0,19.0,17.0,21.666666666666668,24.0,24.0,23,25.133333333333333,35.0,37.0,49,42.0,60.0,35.0,51.0,54.0,50.0,64.0,96.0,52,40.0,46.0,47.0,44.0,49.0,29.0,11.0,22.0,25.0,25.0,18.0,18
2019_03_03,26.6,18.0,24.0,24.0,26.6,24.0,29.0,33.0,30.0,23,26,35.0,34.0,23.75,20.0,20.0,21,24.0,24.0,30.0,25.0,27.0,28.176785714285717,34.0,43.0,32.0,32.0,39.0,41.0,64.0,55.0,46.0,24.166666666666668,18.0,37.5,17.0,24.166666666666668,17.0,17.0,20,22.983333333333334,25.0,30.0,50,41.0,70.0,38.0,56.0,52.0,48.0,58.0,82.0,59,51.0,51.0,51.0,60.0,42.0,24.0,11.0,26.0,27.0,27.0,24.0,24
2019_03_04,22.0,15.0,20.0,22.0,22.0,17.0,22.0,34.0,25.0,19,20,26.0,33.0,22.5,18.0,19.0,20,19.0,19.0,23.0,20.0,23.0,23.660714285714285,23.0,32.0,24.0,23.0,40.0,40.0,49.0,46.5,44.0,20.333333333333332,22.0,27.0,12.0,20.333333333333332,20.0,18.0,17,20.366666666666667,20.0,27.0,40,36.0,57.0,39.0,63.0,55.0,45.0,60.0,75.0,63,61.0,52.0,49.0,58.0,33.0,28.0,11.5,29.0,28.0,28.0,24.0,24
2019_03_05,28.1,22.0,24.0,27.0,28.1,22.0,31.0,40.0,32.0,25,28,30.0,39.0,27.5,24.0,20.0,27,24.0,24.0,31.0,28.0,34.0,29.70357142857143,32.0,45.0,31.0,33.0,39.0,36.0,48.0,42.5,37.0,19.0,23.0,20.0,14.0,19.0,26.0,31.0,26,24.4,28.0,38.0,30,25.0,45.0,40.0,59.0,50.0,36.0,63.0,48.0,54,60.0,42.0,45.0,71.0,26.0,32.0,13.0,20.0,25.0,25.0,23.0,23
2019_03_06,29.4,23.0,25.0,28.0,29.4,20.0,31.0,45.0,32.0,28,28,34.0,39.0,30.0,24.0,30.0,27,25.0,25.0,35.0,30.0,31.0,30.67142857142857,27.0,50.0,34.0,35.0,26.0,38.0,68.0,59.5,51.0,14.333333333333334,16.0,15.0,12.0,14.333333333333334,20.0,22.0,20,19.366666666666667,28.0,32.0,32,23.0,42.0,34.0,54.0,38.0,31.0,60.0,46.0,54,64.0,28.0,40.76923076923077,40.76923076923077,24.0,22.0,14.0,24.0,25.0,25.0,20.0,20
2019_03_07,18.0,11.0,13.0,19.0,18.0,11.0,18.0,33.0,21.0,16,17,21.0,26.0,17.75,14.0,16.0,15,15.0,15.0,21.0,16.0,21.0,21.419642857142858,27.0,32.0,24.0,38.0,35.0,51.0,59.0,56.5,54.0,14.333333333333334,18.0,13.0,12.0,14.333333333333334,17.0,15.0,11,16.76666666666667,25.0,28.0,40,31.0,67.0,50.0,60.0,56.0,38.0,48.0,56.0,74,68.0,28.0,49.61538461538461,49.61538461538462,29.0,26.0,15.5,22.0,25.0,25.0,16.0,16
2019_03_08,19.6,12.0,16.0,19.0,19.599999999999998,14.0,19.0,35.0,23.0,16,19,23.0,28.0,19.75,13.0,18.0,20,16.0,16.0,19.0,9.0,26.0,22.39107142857143,27.0,41.0,29.0,24.0,35.0,51.0,61.0,58.0,55.0,18.0,19.0,16.0,19.0,18.0,20.0,19.0,15,19.7,21.0,32.0,48,43.0,53.0,45.0,58.0,44.0,40.0,58.0,74.0,71,63.0,36.0,50.0,50.714285714285715,27.0,26.0,13.0,28.0,29.0,29.0,16.0,16
2019_03_09,17.7,11.0,14.0,16.0,17.7,14.0,19.0,26.0,22.0,15,17,23.0,26.0,17.5,12.0,15.0,17,15.0,15.0,16.0,9.0,26.0,20.532142857142855,30.0,44.0,26.0,17.0,38.0,39.0,72.0,58.5,45.0,14.666666666666666,17.0,12.0,15.0,14.666666666666666,17.0,24.0,14,17.53333333333333,22.0,25.0,41,35.0,42.0,34.0,42.0,35.0,39.0,64.0,68.0,61,55.0,36.0,52.0,45.92857142857143,39.0,21.0,11.5,23.0,27.0,27.0,17.0,17
2019_03_10,17.3,11.0,14.0,17.0,17.3,15.0,18.0,22.0,20.0,16,17,23.0,28.0,17.25,11.0,14.0,16,16.0,16.0,21.0,9.0,23.0,20.6375,29.0,36.0,26.0,26.0,40.0,42.0,63.0,57.0,51.0,15.666666666666666,19.0,11.0,17.0,15.666666666666666,18.0,17.0,13,17.633333333333333,22.0,28.0,60,52.0,52.0,49.0,54.0,46.0,51.0,87.0,88.0,76,65.0,46.0,60.0,59.57142857142857,48.0,19.0,10.0,21.0,21.0,21.0,18.0,18
2019_03_11,22.8,13.0,18.0,21.0,22.8,19.0,23.0,34.0,27.0,23,22,28.0,30.0,20.5,16.0,19.0,17,24.0,24.0,34.0,20.0,32.0,27.575,33.0,46.0,32.0,50.0,51.0,50.0,78.0,74.0,70.0,18.333333333333332,21.0,13.0,21.0,18.333333333333332,19.0,19.0,17,19.766666666666666,20.0,31.0,92,80.0,92.0,71.0,109.0,79.0,74.0,143.0,78.0,93,85.0,82.0,104.0,88.42857142857143,56.0,24.0,13.5,20.0,23.0,23.0,15.0,15
2019_03_12,40.6,33.0,31.0,36.0,40.6,32.0,38.0,67.0,48.0,43,36,42.0,53.0,38.25,37.0,33.0,30,35.0,35.0,60.0,56.0,35.0,44.69464285714286,39.0,73.0,42.0,51.0,81.0,66.0,91.0,101.0,111.0,19.333333333333332,19.0,19.0,20.0,19.333333333333332,24.0,25.0,23,23.266666666666666,21.0,43.0,141,122.0,136.0,95.0,140.0,151.0,88.0,161.0,91.0,116,102.0,131.0,158.0,123.14285714285714,92.0,32.0,16.0,22.0,22.0,22.0,15.0,15
2019_03_13,25.5,17.0,20.0,25.0,25.5,22.0,23.0,39.0,28.0,23,25,33.0,32.0,24.5,19.0,23.0,24,21.0,21.0,44.0,26.0,35.0,33.732142857142854,47.0,81.0,42.0,43.0,84.0,72.0,109.0,111.5,114.0,16.333333333333332,18.0,14.0,17.0,16.333333333333332,22.0,21.0,20,20.766666666666666,25.0,38.0,122,119.0,136.0,98.0,125.0,118.0,86.0,182.0,95.0,148,134.0,130.0,158.0,122.0,57.0,27.0,16.0,20.0,21.0,21.0,19.0,19
2019_03_14,20.3,13.0,15.0,20.0,20.3,16.0,20.0,29.0,25.0,19,20,26.0,26.0,18.0,14.0,16.0,16,25.407692307692308,25.407692307692308,24.0,10.0,25.0,25.407692307692308,37.0,50.0,33.0,22.0,70.0,56.0,95.0,107.5,120.0,13.666666666666666,13.0,9.0,19.0,13.666666666666666,16.0,21.0,15,18.73333333333333,31.0,36.0,141,126.0,140.0,110.0,115.0,121.0,99.0,206.0,97.0,168,171.0,141.0,147.0,132.64285714285714,75.0,19.0,19.0,19.0,23.0,23.0,15.0,15
2019_03_15,19.8,14.0,16.0,18.0,19.8,13.0,19.0,33.0,23.0,16,19,27.0,28.0,20.0,15.0,19.0,18,19.0,19.0,22.0,9.0,22.0,22.342857142857145,26.0,36.0,23.0,18.0,44.0,50.0,106.0,112.0,118.0,20.333333333333332,23.0,18.0,20.0,20.333333333333332,24.5,26.0,18,23.016666666666666,27.0,33.0,158,146.0,129.0,99.0,119.0,97.0,140.0,216.0,98.0,167,166.0,143.0,108.0,132.42857142857142,68.0,22.0,19.0,26.0,27.0,27.0,20.0,20
2019_03_16,31.0,25.0,24.0,29.0,31.0,23.0,28.0,41.0,37.0,31,29,43.0,44.0,32.333333333333336,25.0,32.333333333333336,28,32.0,32.0,34.0,24.0,39.0,35.666666666666664,33.0,52.0,35.0,44.0,77.0,63.0,59.0,66.0,73.0,25.333333333333332,28.0,20.0,28.0,25.333333333333332,27.0,26.0,24,27.166666666666664,28.0,40.0,141,60.5,91.0,67.0,101.0,81.0,156.0,212.0,86.0,129,132.0,110.0,95.0,107.75,47.0,31.0,18.0,26.0,30.0,30.0,23.0,23
2019_03_17,33.2,26.0,33.0,30.0,33.199999999999996,26.0,36.0,38.0,35.0,27,36,45.0,42.0,29.5,25.0,25.0,26,31.0,31.0,20.0,20.0,43.0,36.21071428571428,38.0,52.0,46.0,60.0,60.0,67.0,70.0,65.0,60.0,28.666666666666668,33.0,27.0,26.0,28.666666666666668,30.0,32.0,27,31.133333333333336,35.0,44.0,101,67.0,89.0,65.0,99.0,85.0,111.0,204.0,90.0,92,91.0,90.0,66.0,94.35714285714286,71.0,34.0,12.0,33.0,35.0,35.0,27.0,27
2019_03_18,34.8,27.0,30.0,34.0,34.800000000000004,29.0,34.0,47.0,37.0,33,34,43.0,46.0,32.25,29.0,29.0,25,34.0,34.0,25.0,25.0,40.0,36.20892857142857,42.0,47.0,41.0,41.0,51.0,55.0,80.0,73.5,67.0,29.0,35.0,23.0,29.0,29.0,30.0,34.0,27,31.5,35.0,44.0,97,88.0,87.0,59.0,106.0,77.0,98.0,135.0,110.0,81,83.0,77.0,69.0,88.85714285714286,77.0,34.0,12.0,35.0,33.0,33.0,25.0,25
2019_03_19,30.0,23.0,25.0,27.0,30.0,24.0,28.0,48.0,32.0,28,29,36.0,41.0,29.5,29.0,26.0,22,28.0,28.0,33.0,21.0,35.0,31.178571428571427,30.0,45.0,34.0,16.5,47.0,48.0,73.0,62.5,52.0,24.666666666666668,27.0,21.0,26.0,24.666666666666668,30.0,25.0,24,27.133333333333336,31.0,38.0,62,56.0,51.0,33.0,44.0,51.0,67.0,131.0,76.0,65,46.0,50.0,41.0,59.142857142857146,55.0,31.0,18.0,23.0,25.0,25.0,18.0,18
2019_03_20,27.6,20.0,22.0,26.0,27.6,20.0,27.0,46.0,29.0,25,27,34.0,36.0,27.0,24.0,28.0,20,26.0,26.0,31.0,20.0,37.0,29.739285714285717,32.0,50.0,36.0,22.5,40.0,46.0,59.0,54.5,50.0,24.0,27.0,16.0,29.0,24.0,25.0,27.0,21,25.6,28.0,35.0,55,47.0,49.0,32.0,46.0,50.0,55.0,152.0,74.0,46,56.0,41.0,46.0,57.214285714285715,52.0,24.0,30.0,20.0,20.0,20.0,13.0,13
2019_03_21,27.1,18.0,21.0,27.0,27.1,21.0,24.0,44.0,29.0,25,25,37.0,34.0,25.0,26.0,23.0,17,27.0,27.0,35.0,20.0,37.0,29.75714285714286,39.0,47.0,36.0,30.0,43.0,42.0,35.0,41.5,48.0,18.0,20.0,13.0,21.0,18.0,20.0,17.0,15,19.0,21.0,27.0,59,51.0,42.0,28.0,51.0,33.0,77.0,177.0,101.0,56,65.0,41.0,51.0,62.57142857142857,44.0,22.0,14.0,16.0,20.0,20.0,12.0,12
2019_03_22,31.8,22.0,27.0,27.0,31.8,27.0,28.0,50.0,34.0,31,30,42.0,39.0,31.0,36.0,27.0,22,34.0,34.0,36.0,26.0,34.0,33.80714285714286,32.0,43.0,33.0,38.0,52.0,48.0,72.0,62.5,53.0,17.333333333333332,15.0,15.0,22.0,17.333333333333332,21.0,21.0,17,19.966666666666665,24.0,30.0,123,103.0,86.0,61.0,81.0,78.0,112.0,196.0,149.0,86,96.0,85.0,72.0,100.42857142857143,78.0,30.0,13.0,18.0,20.0,20.0,18.0,18
2019_03_23,35.9,28.0,32.0,33.0,35.9,32.0,35.0,48.0,37.0,33,35,46.0,42.0,34.25,34.0,30.0,31,40.15576923076923,40.15576923076923,42.0,36.0,39.0,40.15576923076923,45.0,59.0,44.0,50.0,68.0,59.0,89.0,92.0,95.0,23.5,27.0,20.0,23.5,23.5,30.0,28.0,29,26.45,27.0,33.0,228,210.0,157.0,100.0,173.0,86.0,135.0,228.0,206.0,126,164.0,183.0,116.0,157.5,93.0,33.0,13.5,19.0,28.0,28.0,24.0,24
2019_03_24,29.7,26.0,28.0,30.0,29.7,24.0,30.0,37.0,31.0,26,30,35.0,40.0,32.75,29.0,30.0,32,33.044230769230765,33.04423076923077,29.0,22.0,36.0,33.04423076923077,31.0,42.0,35.0,30.0,58.0,56.0,49.0,64.5,80.0,20.666666666666668,22.0,16.0,24.0,20.666666666666668,24.0,21.0,24,22.933333333333334,27.0,30.0,189,139.0,151.0,71.0,160.0,124.0,184.0,255.0,211.0,136,192.0,146.0,135.0,155.71428571428572,87.0,36.0,11.5,22.0,26.0,26.0,23.0,23
2019_03_25,24.3,18.0,22.0,23.0,24.3,21.0,23.0,33.0,26.0,22,22,33.0,29.0,26.333333333333332,26.333333333333332,24.0,26,25.24102564102564,25.24102564102564,21.0,12.0,28.0,25.24102564102564,22.0,35.0,28.0,22.0,26.0,39.0,53.0,43.5,34.0,18.0,22.0,14.0,18.0,18.0,21.0,18.0,18,19.5,19.0,29.0,118,101.0,76.0,54.0,75.0,57.0,147.0,235.0,125.0,76,118.0,89.0,62.0,100.85714285714286,79.0,25.0,13.0,23.0,27.0,27.0,21.0,21
2019_03_26,21.5,15.0,18.0,19.0,21.5,15.0,23.0,30.0,24.0,20,22,29.0,25.0,24.333333333333332,24.333333333333332,25.0,23,22.0,22.0,20.0,11.0,24.0,23.38095238095238,31.0,40.0,32.0,15.0,21.0,37.0,51.0,46.0,41.0,16.333333333333332,16.0,12.0,21.0,16.333333333333332,19.0,18.0,20,18.666666666666664,22.0,26.0,100,75.0,47.0,34.0,49.0,54.0,79.0,136.0,173.0,45,88.0,83.0,42.0,76.64285714285714,68.0,12.0,14.0,19.0,19.0,19.0,9.0,9
2019_03_27,20.6,13.0,19.0,18.0,20.599999999999998,12.0,24.0,37.0,22.0,17,20,24.0,24.0,20.5,22.0,18.0,18,22.0,22.0,24.0,11.0,20.0,21.951851851851853,21.951851851851853,26.0,27.0,29.0,27.0,35.0,58.0,47.0,36.0,19.0,19.0,17.0,21.0,19.0,20.0,16.0,14,20.3,26.0,32.0,92,60.0,39.0,31.0,42.0,43.0,77.0,95.0,205.0,50,86.0,53.0,41.0,67.85714285714286,36.0,16.0,12.5,20.0,20.0,20.0,12.0,12
2019_03_28,22.0,14.0,16.0,20.0,22.0,17.0,24.0,36.0,24.0,22,20,27.0,24.0,22.75,27.0,21.0,19,24.0,24.0,26.0,16.0,21.0,22.633928571428573,24.0,26.0,25.0,24.0,17.0,29.0,45.0,36.0,27.0,18.333333333333332,21.0,14.0,20.0,18.333333333333332,19.0,18.0,13,18.966666666666665,23.0,25.0,82,63.0,39.0,25.0,36.0,40.0,86.0,86.0,150.0,38,55.0,51.0,38.0,58.57142857142857,31.0,27.0,14.0,22.0,23.0,23.0,13.0,13
2019_03_29,22.5,15.0,17.0,20.0,22.5,17.0,24.0,38.0,25.0,21,19,29.0,26.0,24.25,28.0,24.0,19,21.0,21.0,21.0,13.0,22.0,22.723214285714285,25.0,21.0,30.0,14.0,21.0,36.0,44.0,42.5,41.0,15.666666666666666,16.0,15.0,16.0,15.666666666666666,20.0,17.0,15,17.53333333333333,20.0,25.0,129,110.0,77.0,49.0,67.0,71.0,89.0,147.0,218.0,72,104.0,89.0,62.0,93.85714285714286,30.0,26.0,14.5,18.0,20.0,20.0,15.0,15
2019_03_30,22.7,15.0,19.0,21.0,22.7,16.0,25.0,38.0,23.0,21,19,30.0,25.0,21.75,23.0,21.0,18,21.0,21.0,27.0,13.0,25.0,24.041071428571428,27.0,31.0,40.0,22.0,31.0,34.0,53.0,53.0,53.0,11.5,12.0,11.0,11.5,11.5,19.0,22.0,14,16.35,23.0,28.0,213,205.0,118.0,82.0,97.0,92.0,228.0,357.0,249.0,123,199.0,152.0,101.0,161.28571428571428,42.0,17.5,19.0,13.0,19.0,19.0,14.0,14
2019_03_31,22.8,15.0,20.0,22.0,22.8,21.0,28.0,28.0,24.0,22,23,25.0,27.0,23.0,24.0,23.0,18,25.0,25.0,24.0,12.0,23.0,23.771428571428572,22.0,32.0,24.0,18.0,37.0,35.0,62.0,58.0,54.0,13.666666666666666,13.0,12.0,16.0,13.666666666666666,18.0,17.0,13,14.933333333333332,14.0,19.0,109,92.0,80.0,56.0,80.0,73.0,254.0,341.0,192.0,106,167.0,82.0,77.0,124.85714285714286,39.0,22.0,19.5,14.0,19.0,19.0,13.0,13
2019_04_01,22.2,14.0,19.0,20.0,22.2,18.0,24.0,33.0,24.0,22,19,29.0,27.0,26.25,39.0,21.0,18,21.0,21.0,19.0,9.0,20.0,21.880357142857143,23.0,25.0,17.0,15.0,21.0,24.0,44.0,40.5,37.0,13.0,12.0,14.0,13.0,13.0,19.0,17.0,13,15.5,14.0,27.0,147,115.0,92.0,47.0,77.0,69.0,140.0,130.0,244.0,80,146.0,105.0,64.0,107.71428571428571,52.0,23.0,20.5,15.0,18.0,18.0,12.0,12
2019_04_02,25.8,19.0,18.0,24.0,25.8,23.0,28.0,38.0,26.0,25,23,34.0,30.0,31.75,55.0,25.0,17,25.0,25.0,25.0,13.0,20.0,25.726785714285715,17.0,36.0,23.0,18.0,24.0,26.0,45.0,41.0,37.0,16.333333333333332,18.0,13.0,18.0,16.333333333333332,23.0,17.0,19,17.266666666666666,13.0,19.0,145,119.0,48.0,35.0,54.0,48.0,132.0,164.0,271.0,43,105.0,125.0,36.0,98.21428571428571,50.0,23.0,17.5,18.0,17.0,17.0,11.0,11
2019_04_03,23.11111111111111,13.0,16.0,23.11111111111111,23.11111111111111,16.0,22.0,51.0,25.0,19,18,28.0,27.0,27.5,46.0,21.0,16,21.0,21.0,23.0,11.0,21.0,23.101190476190478,18.0,38.0,20.0,17.0,20.0,22.0,39.0,38.5,38.0,15.0,15.0,13.0,17.0,15.0,18.0,24.0,15,16.6,14.0,20.0,124,108.0,49.0,36.0,55.0,57.0,109.0,140.0,206.0,46,111.0,96.0,43.0,87.71428571428571,48.0,22.0,12.0,19.0,15.0,15.0,7.0,7
2019_04_04,22.7,14.0,20.0,19.0,22.7,14.0,26.0,38.0,25.0,18,21,32.0,24.0,24.75,39.0,19.0,17,21.0,21.0,22.0,9.0,23.0,23.541071428571428,24.0,42.0,23.0,17.0,26.0,35.0,40.0,35.0,30.0,13.666666666666666,14.0,13.0,14.0,13.666666666666666,18.0,18.0,15,16.133333333333333,17.0,25.0,126,116.0,74.0,54.0,69.0,64.0,77.0,105.0,131.0,61,107.0,96.0,49.0,84.57142857142857,55.0,21.0,14.0,19.0,29.0,29.0,11.0,11
2019_04_05,18.77777777777778,11.0,18.77777777777778,16.0,18.777777777777775,12.0,20.0,36.0,19.0,15,15,25.0,22.0,22.0,35.0,17.0,14,16.0,16.0,17.0,8.0,29.0,20.797619047619044,22.0,37.0,22.0,19.0,32.0,29.0,49.0,40.0,31.0,14.333333333333334,13.0,14.0,16.0,14.333333333333334,17.0,23.0,12,16.56666666666667,17.0,25.0,125,114.0,84.0,47.0,75.0,72.0,77.0,116.0,120.0,45,73.0,104.0,85.07692307692308,85.07692307692308,54.0,24.0,15.0,18.0,20.0,20.0,13.0,13
2019_04_06,23.666666666666668,15.0,23.666666666666668,22.0,23.66666666666667,18.0,25.0,36.0,23.0,20,22,32.0,27.0,27.25,44.0,22.0,16,23.0,23.0,22.0,13.0,24.675925925925927,24.675925925925927,31.0,35.0,24.0,18.0,27.0,30.0,45.0,40.0,35.0,15.333333333333334,15.0,13.0,18.0,15.333333333333334,18.0,20.0,18,17.866666666666667,19.0,27.0,105,99.0,71.0,45.0,52.0,50.0,83.0,132.0,130.0,46,61.0,81.0,78.53846153846153,78.53846153846153,66.0,24.0,15.5,15.0,17.0,17.0,15.0,15
2019_04_07,18.444444444444443,11.0,18.444444444444446,16.0,18.444444444444443,12.0,19.0,32.0,19.0,16,17,24.0,25.0,24.25,26.0,18.0,28,16.0,16.0,19.0,9.0,19.725308641975307,19.725308641975307,22.0,24.0,21.0,19.0,20.0,24.0,56.0,47.0,38.0,13.333333333333334,14.0,12.0,14.0,13.333333333333334,15.0,20.0,13,15.466666666666669,16.0,24.0,79,68.0,62.0,43.0,48.0,52.0,82.0,117.0,117.0,48,96.0,54.0,41.0,69.78571428571429,70.0,18.0,10.5,17.0,17.0,17.0,26.0,26
2019_04_08,23.571428571428573,17.0,23.57142857142857,23.57142857142857,23.571428571428573,17.0,28.0,34.0,24.0,20,25,23.57142857142857,29.0,25.0,24.0,25.0,22,20.0,20.0,21.0,17.0,22.883597883597886,22.88359788359788,20.0,27.0,23.0,17.0,16.0,29.0,38.0,36.5,35.0,13.666666666666666,16.0,10.0,15.0,13.666666666666666,19.0,16.0,16,16.03333333333333,16.0,25.0,69,60.0,60.0,44.0,41.0,45.0,63.0,96.0,78.0,42,115.0,59.0,35.0,61.285714285714285,51.0,20.0,14.5,16.0,19.0,19.0,15.0,15
2019_04_09,18.375,10.0,18.375,18.375,18.375,10.0,18.0,35.0,19.0,16,15,24.0,23.0,18.75,22.0,16.0,14,16.0,16.0,26.0,10.0,15.0,19.651785714285715,20.0,29.0,19.0,17.0,30.0,38.0,44.0,44.5,45.0,13.5,12.0,16.5,12.0,13.5,14.0,14.0,11,14.25,14.0,22.0,72,65.0,67.0,67.33333333333333,72.0,63.0,72.0,129.0,76.0,58,108.0,73.0,58.0,73.66666666666666,51.0,22.0,13.0,14.0,18.0,18.0,12.0,12
2019_04_10,19.7,11.0,14.0,15.0,19.7,17.0,20.0,39.0,20.0,17,16,28.0,23.0,19.75,23.0,18.0,15,18.0,18.0,22.0,9.0,17.0,20.505357142857143,17.0,25.0,23.0,19.0,33.0,38.0,43.0,48.0,53.0,12.333333333333334,15.0,9.0,13.0,12.333333333333334,17.0,16.0,14,14.966666666666669,17.0,24.0,83,73.0,75.0,69.0,68.0,71.0,79.0,148.0,83.0,74,119.0,70.0,60.0,80.92857142857143,61.0,18.0,11.0,20.0,22.0,22.0,12.0,12
2019_04_11,19.4,12.0,17.0,17.0,19.400000000000002,13.0,20.0,35.0,20.0,16,16,28.0,22.0,19.0,21.0,18.0,15,18.0,18.0,22.0,10.0,23.0,21.314285714285713,21.0,22.0,24.0,19.0,39.0,53.0,44.0,48.5,53.0,10.0,11.0,13.0,10.0,11.0,16.0,14.0,13,18.0,17.0,25.0,99,88.0,84.0,79.0,75.0,80.0,82.0,162.0,96.0,100,136.0,97.0,79.0,94.78571428571429,70.0,18.0,12.0,20.0,23.0,23.0,16.0,16
