Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,41T,46T,47T,72T,82T,83T,88T,90T,91T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,42T,44T,62T,63T,78T,89T,43T,80T,93T
2021_06_10,12.0,7,10.0,9,11.0,8,13.0,19.0,14.0,13,10.0,20.0,9.0,7.0,5,20,10.0,8.0,6.0,14.0,11.0,7.0,5.0,6.0,10.0,6.0,5.0,5.0,4.0,5.0,7.0,13.0,11,7.0,6.0,7.0,5.0,8.166666666666666,8.166666666666666,5,9.0,10,6,6.0,9.0,7.0,3.0,9.0,6.0,15.0,3.0,10.0,7.0,8.0,5.0,5.0,9.0,5.0,8.0,3.0,9.0,5.0,5.0,8,7.0,4.0,6.0,6.5,16.0,22,11,11,11.0,8.0,12.0,7.0,9.5
2021_06_11,16.0,12,12.0,10,15.0,10,14.0,24.0,15.0,18,12.0,19.0,14.0,10.0,11,25,16.0,9.0,8.0,17.0,14.0,9.0,11.0,6.0,14.0,12.0,8.0,18.0,6.0,6.0,8.0,15.0,14,6.0,8.0,6.0,7.0,9.333333333333334,9.333333333333332,8,11.0,10,5,5.0,9.0,6.0,7.0,12.0,5.0,15.0,3.0,13.0,7.0,8.0,6.0,5.0,11.0,6.0,10.0,5.0,11.0,7.5,9.0,10,9.0,5.0,6.0,8.03125,18.0,18,11,11,7.0,13.0,15.0,8.0,11.5
2021_06_12,19.0,16,14.0,15,16.0,13,16.0,23.0,19.0,20,17.0,31.0,21.0,17.0,17,32,18.0,11.0,10.0,24.0,17.0,11.0,13.0,7.0,13.0,11.0,13.0,9.0,8.0,5.0,18.0,15.0,12,7.0,6.0,7.0,6.0,8.833333333333334,8.833333333333334,11,12.0,13,8,9.0,13.0,14.0,9.0,15.0,9.0,20.0,5.0,13.0,10.0,9.0,9.0,5.0,9.0,8.0,9.0,5.0,11.0,10.5,7.0,12,9.0,5.0,8.0,8.71875,19.0,16,18,16,10.0,11.0,14.0,9.0,11.5
2021_06_13,18.0,12,11.0,16,18.0,12,16.0,24.0,18.0,20,14.0,29.0,19.0,14.0,15,28,16.0,14.0,10.0,21.0,17.0,13.0,13.0,11.0,17.0,14.0,13.0,9.0,9.0,8.0,15.0,14.0,15,6.0,8.0,9.0,6.0,9.666666666666666,9.666666666666668,10,13.0,12,10,9.0,13.0,10.0,9.0,11.5,12.0,17.0,7.0,15.0,11.0,10.0,8.0,7.0,11.0,10.0,9.0,5.0,10.0,7.0,7.0,12,9.0,6.0,8.0,9.0625,19.0,25,10,19,14.0,10.0,13.0,16.0,14.5
2021_06_14,10.0,9,11.0,12,16.0,8,14.0,24.0,15.0,13,12.0,25.0,14.0,8.0,12,23,13.0,10.0,10.0,26.0,12.0,18.0,12.0,12.0,14.0,12.0,10.0,11.0,6.0,9.0,14.0,17.0,13,7.0,8.0,7.0,11.0,10.5,10.5,9,11.0,10,7,9.0,10.0,9.0,7.0,9.0,9.0,12.0,5.0,15.0,7.0,8.0,4.0,4.0,9.0,5.0,6.0,5.0,8.0,4.0,7.0,9,7.0,8.0,9.0,7.1875,17.0,21,12,16,12.0,11.0,13.0,14.0,13.5
2021_06_15,11.0,9,8.0,10,14.0,7,14.0,20.0,14.0,14,8.0,22.0,15.0,5.0,12,23,11.0,8.0,6.0,18.0,13.0,9.0,9.0,11.0,17.0,14.0,9.0,7.0,6.0,7.0,10.0,13.0,12,6.0,8.0,7.0,9.0,9.166666666666666,9.166666666666668,8,11.0,8,5,5.0,9.0,9.0,5.0,12.0,7.0,14.0,8.454545454545455,12.0,6.0,7.0,4.0,4.0,9.0,7.0,9.0,4.0,7.0,4.0,6.0,9,7.0,4.0,5.0,6.5,22.0,18,11,13,12.0,10.0,13.0,11.0,12.0
2021_06_16,8.0,5,7.0,7,12.0,5,13.0,19.0,11.0,12,7.0,21.0,12.0,7.0,6,22,9.0,6.0,6.0,18.0,8.0,12.0,8.0,12.0,13.0,10.0,10.0,7.0,4.0,5.0,11.0,15.0,11,6.0,9.0,7.0,8.0,9.333333333333334,9.333333333333332,8,10.0,7,7,6.0,9.0,7.0,6.0,14.0,6.0,15.0,8.636363636363637,12.0,7.0,7.0,5.0,5.0,8.0,7.0,9.0,4.0,6.0,6.0,5.0,8,7.0,5.0,5.0,6.625,21.0,21,12,14,9.0,12.0,13.0,13.0,13.0
2021_06_17,11.0,11,9.0,10,14.0,9,14.0,20.0,15.0,15,11.0,21.0,15.0,10.0,9,21,11.0,9.0,9.0,18.0,13.0,13.0,9.0,11.0,12.0,10.0,8.0,7.0,5.0,6.0,9.0,15.0,14,6.0,8.0,7.0,8.0,9.666666666666666,9.666666666666668,11,12.0,9,7,9.0,11.0,10.0,7.0,17.0,8.0,15.0,5.0,12.0,6.0,8.0,4.0,4.0,8.0,6.0,8.0,5.0,6.0,4.0,6.0,7,7.0,5.0,6.0,6.375,24.0,20,16,16,14.0,15.0,14.0,15.0,14.5
2021_06_18,13.0,9,9.0,11,14.0,8,14.0,21.0,15.0,16,11.0,27.0,15.0,11.0,14,28,16.0,9.0,8.0,18.0,15.0,11.0,12.0,9.0,15.0,14.0,11.0,9.0,7.0,6.0,12.0,18.0,15,5.0,9.0,14.0,13.0,12.333333333333334,12.333333333333332,12,12.0,9,6,9.0,12.0,10.0,12.0,16.0,10.0,16.0,9.0,13.0,6.0,9.0,8.0,4.0,10.0,8.0,12.0,3.0,10.0,8.0,6.0,8,7.0,7.0,8.0,7.9375,24.0,21,11,14,12.0,16.0,15.0,15.0,15.0
2021_06_19,11.0,9,8.0,8,11.0,8,14.0,20.0,14.0,15,11.0,20.0,15.0,11.0,10,25,15.0,10.0,8.0,15.0,12.0,9.0,12.0,9.0,17.0,14.0,10.0,9.0,7.0,8.0,14.0,18.0,17,10.0,10.0,16.0,16.0,14.5,14.5,17,14.0,10,8,9.0,13.0,12.0,11.0,13.0,12.0,21.0,9.0,14.0,8.0,11.0,10.0,7.0,13.0,11.0,15.0,5.0,15.0,10.0,10.0,13,11.0,7.0,11.0,10.6875,24.0,23,10,15,17.0,23.0,15.0,16.0,15.5
2021_06_20,13.0,10,13.0,11,14.0,10,15.0,17.0,15.0,15,13.0,23.0,15.0,11.0,10,24,15.0,10.0,8.0,19.0,14.0,12.0,11.0,11.0,16.0,12.0,12.0,15.0,8.0,13.0,16.0,22.0,17,11.0,10.0,20.0,19.0,16.5,16.5,13,16.0,11,8,7.0,10.0,10.0,10.0,14.0,13.0,17.0,8.0,19.0,12.0,14.0,11.0,8.0,15.0,10.0,11.0,8.0,15.0,11.0,11.0,15,11.0,11.0,14.0,12.25,21.0,20,6,10,8.0,12.0,15.0,10.0,12.5
2021_06_21,19.0,17,21.0,18,20.0,17,19.0,25.0,22.0,23,20.0,24.0,22.0,18.0,19,31,21.0,17.0,14.0,27.0,22.0,19.0,19.0,19.0,27.0,20.0,20.0,27.0,15.0,20.0,37.0,26.0,23,20.0,12.0,17.0,23.0,20.166666666666668,20.166666666666664,14,18.0,12,10,13.0,17.0,13.0,11.0,19.0,18.0,25.0,7.0,23.0,19.0,21.0,19.0,16.0,24.0,18.0,26.0,9.0,21.0,16.0,14.0,22,18.0,16.0,23.0,19.0625,20.0,14,8,8,8.0,10.0,14.0,7.0,10.5
2021_06_22,27.0,22,24.0,24,26.0,20,21.0,29.0,28.0,27,25.0,29.0,26.0,25.0,24,37,31.0,21.0,16.0,33.0,26.0,21.0,21.0,22.0,26.0,23.0,21.0,26.0,16.0,19.0,21.0,31.0,25,16.0,10.0,25.0,30.0,22.833333333333332,22.833333333333336,18,20.0,12,15,16.0,21.0,11.0,18.0,22.0,19.0,27.0,12.0,18.0,13.0,12.0,12.0,10.0,16.0,12.0,17.0,8.0,17.0,15.0,14.0,18,12.0,14.0,19.0,14.1875,22.0,22,13,13,9.0,12.0,14.0,8.0,11.0
2021_06_23,18.0,16,15.0,19,20.0,15,17.0,24.0,21.0,21,18.0,25.0,19.0,16.0,17,32,22.0,14.0,11.0,25.0,19.0,16.0,14.0,16.0,19.0,18.0,11.0,13.0,10.0,11.0,17.0,26.0,22,15.0,7.0,17.0,20.0,19.0,16.0,14,19.0,15,12,13.0,15.0,14.0,13.0,18.0,14.0,23.0,12.0,17.0,10.0,14.0,12.0,9.0,16.0,13.0,18.0,6.0,16.0,11.0,9.0,17,12.0,11.0,15.0,16.0,20.0,14,17,17,14.0,15.0,15.0,10.0,12.5
2021_06_24,11.0,10,11.0,11,13.0,8,14.0,19.0,14.0,14,11.0,21.0,12.0,10.0,7,24,12.0,9.0,8.0,17.0,15.0,10.0,10.0,10.0,16.0,12.0,10.0,10.0,7.0,9.0,11.0,20.0,13,9.0,6.0,12.0,13.0,12.0,10.0,8,12.0,9,6,7.0,10.0,11.0,6.0,12.0,11.0,17.0,6.0,14.0,8.0,10.0,7.0,6.0,13.0,10.0,17.0,5.0,12.0,8.0,8.0,12,8.0,12.0,13.0,13.0,19.0,19,15,15,11.0,21.0,14.0,12.0,13.0
2021_06_25,16.0,15,14.0,16,17.0,14,17.0,22.0,19.0,20,15.0,27.0,20.0,14.0,15,29,19.0,13.0,9.0,19.0,18.0,18.0,15.0,14.0,19.0,15.0,13.0,12.0,10.0,11.0,16.0,20.0,18,13.0,5.0,14.0,12.0,12.0,8.0,12,16.0,14,8,12.0,15.0,13.0,10.0,15.0,13.0,22.0,10.0,15.0,9.0,11.0,7.0,6.0,11.0,9.0,14.0,4.0,12.0,9.0,7.0,14,9.0,10.0,17.0,14.0,18.0,14,13,13,8.0,14.0,13.0,7.0,10.0
2021_06_26,13.0,11,12.0,11,12.0,10,15.0,19.0,17.0,16,11.0,17.0,16.0,11.0,11,25,17.0,10.0,8.0,17.0,13.0,15.0,15.0,14.0,18.0,13.0,13.0,7.0,9.0,10.0,14.0,20.0,15,13.0,5.0,17.0,19.0,13.0,10.0,12,15.0,12,7,11.0,14.0,9.0,10.0,15.0,11.0,17.0,8.0,14.0,8.0,11.0,9.0,8.0,13.0,7.0,8.0,4.0,14.0,10.0,8.0,18,9.0,10.0,12.0,18.0,17.0,16,10,10,8.0,16.0,14.0,11.0,9.0
2021_06_27,9.0,6,11.0,9,8.0,8,13.0,17.0,13.0,11,7.0,20.0,12.0,9.0,9,23,14.0,9.0,7.0,14.0,8.0,13.0,12.0,12.0,15.0,11.0,13.0,6.0,7.0,10.0,12.0,19.0,14,9.0,5.0,16.0,11.0,7.0,7.0,12,15.0,20,7,8.0,12.0,10.0,9.0,13.0,11.0,17.0,9.0,14.0,12.0,9.0,7.0,6.0,9.0,6.0,9.0,5.0,11.0,7.0,9.0,10,9.0,8.0,9.0,13.0,17.0,19,9,12,11.0,14.0,14.0,11.0,15.0
2021_06_28,12.0,9,11.0,12,10.0,8,15.0,17.0,17.0,17,12.0,23.0,16.0,11.0,12,25,14.0,10.0,6.0,15.0,16.0,17.0,12.0,7.0,14.0,7.0,11.0,7.0,9.0,5.0,11.0,13.0,11,5.0,5.0,13.0,6.0,7.0,7.0,11,12.0,18,7,8.0,9.0,10.0,7.0,13.0,10.0,16.0,7.0,13.0,7.0,9.0,4.0,4.0,9.0,7.0,9.0,4.0,6.0,6.0,6.0,8,7.0,9.0,5.0,7.0,14.0,16,8,10,10.0,13.0,16.0,12.0,12.0
2021_06_30,18.0,15,15.0,13,11.0,12,17.0,24.0,20.0,20,16.0,26.0,21.0,16.0,15,33,21.0,13.0,7.0,23.0,21.0,19.0,13.0,9.0,16.0,9.0,14.0,9.0,11.0,9.0,16.0,12.0,15,7.0,5.0,10.0,7.0,6.0,5.0,11,14.0,18,9,9.0,15.0,12.0,12.0,15.0,9.0,17.0,8.0,15.0,8.0,13.0,6.0,7.0,12.0,9.0,11.0,6.0,8.0,7.0,8.0,8,11.0,13.0,7.0,9.0,14.0,14,10,9,9.0,11.0,13.0,6.0,9.0
2021_06_30,18.0,15,15.0,13,11.0,12,17.0,24.0,20.0,20,16.0,26.0,21.0,16.0,15,33,21.0,13.0,7.0,23.0,21.0,19.0,13.0,9.0,16.0,9.0,14.0,9.0,11.0,9.0,16.0,12.0,15,7.0,5.0,10.0,7.0,6.0,5.0,11,14.0,18,9,9.0,15.0,12.0,12.0,15.0,9.0,17.0,8.0,15.0,8.0,13.0,6.0,7.0,12.0,9.0,11.0,6.0,8.0,7.0,8.0,8,11.0,13.0,7.0,9.0,14.0,14,10,9,9.0,11.0,13.0,6.0,9.0
2021_07_01,10.0,8,7.0,10,11.0,8,13.0,20.0,13.0,13,10.0,18.0,12.0,8.0,8,23,14.0,9.0,6.0,14.0,10.0,13.0,8.0,8.0,13.0,10.0,8.0,6.0,6.0,7.0,9.0,17.0,13,6.0,5.0,10.0,11.0,8.0,8.0,8,13.0,17,6,10.0,9.0,9.0,7.0,13.0,8.0,15.0,4.0,13.0,9.0,12.0,6.0,5.0,9.0,7.0,8.0,4.0,8.0,7.0,7.0,9,8.0,6.0,6.0,8.0,13.0,17,9,12,10.0,16.0,15.0,10.0,13.0
2021_07_02,17.0,11,10.0,14,11.0,9,15.0,17.0,18.0,18,13.0,25.0,15.0,14.0,10,24,14.0,8.0,6.0,18.0,13.0,13.0,8.0,6.0,14.0,6.0,8.0,3.0,6.0,5.0,9.0,16.0,13,5.0,5.0,14.0,11.0,8.0,6.0,9,13.0,17,5,9.0,10.0,6.0,7.0,9.0,7.0,18.0,6.0,13.0,8.0,11.0,5.0,5.0,9.0,7.0,9.0,3.0,7.0,5.0,4.0,9,8.0,6.0,5.0,7.0,12.0,19,12,12,10.0,12.0,13.0,8.0,16.0
2021_07_03,9.0,8,13.5,9,8.0,7,13.0,18.0,12.0,12,11.0,19.0,12.0,10.0,8,23,13.0,7.0,5.0,14.0,10.0,12.0,5.0,9.0,16.0,12.0,8.0,5.0,6.0,6.0,10.0,17.0,15,7.0,6.0,20.0,15.0,11.0,8.0,10,14.0,18,10,10.0,8.0,9.0,6.0,13.0,10.0,18.0,8.0,13.0,7.0,10.0,7.0,6.0,10.0,10.0,11.0,4.0,9.0,6.0,8.0,11,7.0,5.0,5.0,11.0,12.0,17,14,13,10.0,17.0,11.0,8.0,14.0
2021_07_04,10.0,7,15.0,8,8.0,6,13.0,15.0,11.0,12,10.0,19.0,10.0,8.0,5,22,12.0,7.0,5.0,14.0,8.0,13.0,8.0,13.0,26.0,16.0,12.0,4.0,8.0,9.0,16.0,18.0,17,8.0,6.0,21.0,16.0,15.0,12.0,13,10.0,14,6,6.0,8.0,7.0,7.0,19.0,14.0,19.0,8.0,12.0,9.0,10.0,8.0,5.0,10.0,9.0,14.0,5.0,12.0,8.0,6.0,12,10.0,8.0,7.0,14.0,10.0,16,9,9,8.0,15.0,12.0,8.0,11.0
2021_07_05,9.0,7,8.0,8,8.0,7,14.0,15.0,13.0,11,11.0,19.0,10.0,8.0,5,23,15.0,8.0,7.0,12.0,8.0,12.0,6.0,11.0,20.0,14.0,5.0,6.0,5.0,8.0,13.0,23.0,16,7.0,7.0,21.0,17.0,16.0,14.0,9,11.0,17,6,8.0,12.0,8.0,10.0,15.0,11.0,16.0,6.0,13.0,8.0,11.0,5.0,4.0,9.0,10.0,14.0,4.0,13.0,10.0,6.0,10,13.0,8.0,9.0,14.0,8.0,15,11,10,9.0,12.0,12.0,9.0,7.0
2021_07_06,12.0,7,7.0,9,8.0,7,14.0,20.0,13.0,13,11.0,21.0,13.0,10.0,8,22,12.0,10.0,7.0,21.0,12.0,14.0,9.0,16.0,17.0,12.0,8.0,4.0,7.0,8.0,20.0,18.0,18,7.0,5.0,13.0,7.0,7.0,7.0,8,11.0,7,9,7.0,10.0,9.0,7.0,12.0,9.0,15.0,5.0,13.0,9.0,12.0,5.0,4.0,10.0,8.0,11.0,7.0,11.0,6.0,8.0,10,8.0,8.0,16.0,11.0,11.0,15,10,10,8.0,8.0,13.0,6.0,5.0
2021_07_07,10.0,9,9.0,8,9.0,6,13.0,18.0,13.0,14,8.0,21.0,15.0,11.0,12,23,12.0,8.0,5.0,16.0,15.0,12.0,6.0,10.0,15.0,9.0,7.0,4.0,5.0,6.0,16.0,16.0,14,7.0,5.0,11.0,7.0,10.0,7.0,7,10.0,6,4,11.0,10.0,9.0,4.0,11.0,7.0,14.0,4.0,12.0,7.0,10.0,6.0,3.0,10.0,6.0,8.0,5.0,7.0,6.0,5.0,7,6.0,4.0,9.0,8.0,11.0,15,13,13,4.0,10.0,14.0,9.0,11.0
2021_07_08,10.0,9,9.0,8,8.0,5,13.0,20.0,13.0,12,7.0,20.0,15.0,12.0,13,27,13.0,7.0,5.0,18.0,13.0,12.0,8.0,6.0,17.0,8.0,7.0,4.0,4.0,4.0,13.0,14.0,11,4.0,7.0,8.0,8.0,7.0,4.0,6,9.0,5,7,12.0,9.0,6.0,5.0,13.0,8.0,14.0,4.0,14.0,6.0,9.0,6.0,3.0,9.0,7.0,11.0,5.0,6.0,6.0,6.0,8,7.0,6.0,7.0,9.0,10.0,18,15,17,4.0,10.0,15.0,8.0,10.0
2021_07_09,10.0,9,10.0,11,13.0,7,14.0,19.0,15.0,13,11.0,21.0,13.0,9.0,8,23,14.0,6.0,8.0,17.0,12.0,14.0,8.0,8.0,18.0,7.0,11.0,4.0,6.0,7.0,18.0,15.0,14,4.0,7.0,7.0,8.0,5.0,4.0,6,11.0,5,5,6.0,10.0,6.0,12.0,9.0,7.0,9.0,2.0,12.0,6.0,9.0,5.0,5.0,8.0,5.0,12.0,5.0,7.0,4.0,4.0,7,5.0,7.0,5.0,7.0,12.0,17,9,14,16.0,5.0,12.0,8.0,6.0
2021_07_10,10.0,8,9.0,11,10.0,9,14.0,14.0,14.0,13,10.0,21.0,12.0,7.0,6,22,13.0,8.0,8.0,9.0,11.0,14.0,9.0,7.0,20.0,10.0,11.0,5.0,5.0,6.0,14.0,15.0,10,5.0,8.0,10.0,7.0,4.0,4.0,6,10.0,5,4,4.0,10.0,7.0,11.0,11.0,5.0,9.0,3.0,12.0,5.0,10.0,4.0,4.0,9.0,5.0,9.0,6.0,8.0,5.0,5.0,7,6.0,7.0,5.0,6.0,10.0,10,6,9,5.0,6.0,10.0,6.0,5.0
2021_07_11,8.0,5,5.0,7,9.0,6,13.0,12.0,10.0,10,6.0,21.0,10.0,6.0,6,19,12.0,3.0,4.0,7.0,6.0,9.0,7.0,5.0,11.0,3.0,6.0,5.0,3.0,4.0,9.0,15.0,10,6.0,7.0,17.0,8.0,8.0,7.0,4,11.0,6,3,5.0,9.0,5.0,7.0,5.0,6.0,9.0,6.363636363636363,10.0,4.0,10.0,3.0,3.0,9.0,6.0,8.0,5.0,11.0,5.0,5.0,6,6.0,5.0,4.0,6.0,9.0,11,8,8,5.0,6.0,12.0,11.0,4.0
2021_07_12,9.0,6,6.0,7,9.0,5,12.0,14.0,12.0,10,6.0,19.0,10.0,4.0,6,20,12.0,4.0,4.0,11.0,9.0,8.0,9.0,7.0,16.0,8.0,9.0,5.0,5.0,8.0,15.0,17.0,14,6.0,7.0,12.0,10.0,7.0,8.0,8,12.0,5,6,7.0,11.0,9.0,6.0,11.0,5.0,14.0,8.545454545454545,11.0,5.0,11.0,6.0,4.0,8.0,6.0,11.0,5.0,13.0,7.0,4.0,9,7.0,4.0,6.0,9.0,12.0,17,9,12,6.0,11.0,15.0,14.0,9.0
2021_07_13,16.0,11,11.0,13,12.0,10,15.0,21.0,17.0,17,13.0,24.0,15.0,13.0,10,27,21.0,8.0,7.0,21.0,11.0,11.0,11.0,11.0,21.0,14.0,9.0,5.0,6.0,9.0,16.0,18.0,16,6.0,7.0,12.0,8.0,6.0,7.0,14,17.0,11,9,11.0,17.0,11.0,16.0,15.0,8.0,21.0,8.0,13.0,6.0,12.0,6.0,5.0,11.0,9.0,10.0,5.0,17.0,5.0,6.0,10,10.0,6.0,8.0,10.0,18.0,15,12,16,11.0,17.0,19.0,20.0,14.0
2021_07_14,20.0,15,15.0,18,17.0,15,19.0,25.0,24.0,22,24.0,33.0,16.0,10.0,10,26,20.0,14.0,13.0,24.0,14.0,20.0,12.0,10.0,22.0,14.0,14.0,6.0,8.0,10.0,17.0,17.0,16,7.0,7.0,8.0,9.0,9.0,9.0,15,19.0,12,11,12.0,17.0,10.0,11.0,15.0,10.0,19.0,6.0,13.0,7.0,14.0,8.0,6.0,16.0,8.0,11.0,5.0,19.0,7.0,8.0,12,10.0,7.0,12.0,12.0,20.0,19,12,14,10.0,21.0,15.0,16.0,10.0
2021_07_15,16.0,9,9.0,12,12.0,10,15.0,22.0,16.0,17,12.0,22.0,13.0,9.0,9,22,15.0,8.0,9.0,17.0,12.0,11.0,7.0,10.0,15.0,12.0,8.0,5.0,5.0,5.0,14.0,16.0,19,5.0,8.0,7.0,6.0,6.0,6.0,10,15.0,9,9,8.0,12.0,8.0,6.0,19.0,9.0,21.0,4.0,14.0,7.0,15.0,8.0,5.0,15.0,8.0,10.0,5.0,18.0,5.0,6.0,16,11.0,5.0,9.0,13.0,13.0,18,16,15,12.0,9.0,14.0,19.0,6.0
2021_07_16,16.0,10,9.0,11,9.0,10,14.0,21.0,15.0,15,12.0,22.0,14.0,10.0,9,26,14.0,7.0,9.0,18.0,16.0,12.0,10.0,8.0,11.0,9.0,10.0,5.0,5.0,5.0,10.0,17.0,14,7.0,7.0,11.0,7.0,7.0,6.0,6,9.0,7,4,6.0,9.0,4.0,6.0,13.0,8.0,16.0,4.0,13.0,6.0,7.0,6.0,4.0,10.0,9.0,12.0,3.0,15.0,6.0,5.0,8,9.0,5.0,8.0,7.0,16.0,15,14,14,16.0,14.0,12.0,20.0,6.0
2021_07_17,15.0,10,7.0,12,12.0,9,15.0,21.0,15.0,16,10.0,23.0,14.0,11.0,9,21,13.0,7.0,7.0,16.0,14.0,10.0,9.0,7.0,9.0,10.0,9.0,4.0,6.0,4.0,8.0,17.0,12,7.0,8.0,14.0,10.0,9.0,7.0,6,10.0,6,6,5.0,9.0,6.0,4.0,9.0,7.0,13.0,7.0,13.0,6.0,9.0,8.0,5.0,9.0,12.0,12.0,3.0,17.0,6.0,7.0,8,8.0,4.0,8.0,8.0,19.0,26,19,22,22.0,21.0,19.0,29.0,18.0
2021_07_18,11.0,8,8.0,8,7.0,6,12.0,18.0,12.0,11,9.0,18.0,11.0,7.0,8,19,9.0,5.0,5.0,13.0,12.0,5.0,6.0,7.0,9.0,7.0,7.0,4.0,5.0,4.0,6.0,12.0,10,7.0,7.0,9.0,10.0,10.0,9.0,5,12.0,7,6,8.0,8.0,6.0,4.0,9.0,5.0,14.0,10.0,12.0,6.0,6.0,5.0,4.0,8.0,7.0,11.0,3.0,16.0,7.0,5.0,7,7.0,4.0,6.0,6.0,22.0,31,26,25,23.0,18.0,20.0,29.0,23.0
2021_07_19,8.0,5,6.0,7,6.0,5,12.0,15.0,10.0,9,5.0,14.0,8.0,5.0,5,18,10.0,9.5,4.0,10.0,10.0,5.0,5.0,6.0,8.0,8.0,6.0,3.0,4.0,3.0,7.0,11.0,10,4.0,7.0,7.0,8.0,6.0,6.0,6,11.0,7,5,6.0,12.0,6.0,4.0,6.0,8.0,14.0,9.0,12.0,4.0,10.0,3.0,3.0,7.0,8.333333333333334,10.0,3.0,12.0,4.0,4.0,7,5.0,4.0,5.0,6.0,20.0,31,24,24,17.0,16.0,19.0,28.0,20.0
2021_07_20,8.0,5,6.0,8,6.0,4,12.0,15.0,10.0,9,5.0,15.0,8.0,6.0,7,19,8.0,4.0,4.0,12.0,6.0,8.0,6.0,6.0,8.0,9.0,7.0,5.0,4.0,5.0,11.0,14.0,10,4.0,6.0,8.0,7.0,5.0,5.0,5,11.0,7,5,5.0,11.0,6.0,5.0,6.0,7.0,13.0,7.0,12.0,5.0,13.0,3.0,3.0,7.0,5.0,8.0,3.0,12.0,4.0,6.0,8,6.0,4.0,8.0,7.0,20.0,24,23,23,17.0,12.0,19.0,26.0,18.0
2021_07_21,9.0,4,7.0,7,8.0,5,13.0,15.0,10.0,9,5.0,15.0,11.0,8.0,6,19,10.0,3.0,5.0,11.0,8.0,7.0,8.0,9.0,10.0,10.0,9.0,7.0,5.0,9.0,12.0,15.0,12,5.0,7.0,9.0,8.0,8.0,6.0,4,10.0,6,6,6.0,10.0,7.0,6.0,10.0,7.0,13.0,6.0,11.0,6.0,10.0,4.0,4.0,8.0,5.0,9.0,3.0,13.0,5.0,6.0,7,6.0,6.0,10.0,6.0,16.0,30,24,25,23.0,11.0,15.0,34.0,19.0
2021_07_22,16.0,11,11.0,13,10.0,11,16.0,20.0,15.0,15,11.0,22.0,16.0,15.0,13,24,15.0,7.0,8.0,16.0,13.0,11.0,13.0,12.0,13.0,13.0,14.0,8.0,10.0,12.0,18.0,18.0,14,7.0,6.0,13.0,9.0,8.0,9.0,11,15.0,11,11,13.0,16.0,10.0,13.0,14.0,12.0,17.0,8.0,11.0,6.0,12.0,4.0,6.0,9.0,5.0,8.0,3.0,13.0,6.0,6.0,7,7.0,5.0,13.0,9.0,16.0,26,22,22,19.0,8.0,17.0,26.0,16.0
2021_07_23,14.0,10,9.0,12,10.0,8,14.0,18.0,15.0,15,10.0,22.0,15.0,11.0,10,23,13.0,7.0,7.0,18.0,12.0,12.0,11.0,11.0,17.0,13.0,10.0,6.0,8.0,7.0,12.0,17.0,16,5.0,6.0,13.0,8.0,7.0,7.0,12,12.0,8,8,14.0,14.0,10.0,7.0,15.0,11.0,19.0,10.0,14.0,9.0,15.0,6.0,5.0,9.0,6.0,8.0,5.0,16.0,5.0,7.0,7,6.0,8.0,10.0,8.0,15.0,27,13,19,15.0,11.0,17.0,27.0,15.0
2021_07_24,15.0,13,13.0,13,11.0,11,17.0,19.0,16.0,17,14.0,23.0,17.0,14.0,14,27,15.0,7.0,9.0,19.0,16.0,14.0,12.0,13.0,13.0,11.0,14.0,9.0,11.0,12.0,16.0,15.0,13,5.0,5.0,10.0,4.0,4.0,4.0,13,16.0,12,13,14.0,15.0,13.0,11.0,17.0,10.0,19.0,10.0,16.0,8.0,14.0,7.0,6.0,12.0,7.0,7.0,4.0,13.0,5.0,8.0,10,6.0,5.0,7.0,9.0,14.0,19,15,18,12.0,8.0,15.0,17.0,15.0
2021_07_25,11.0,7,8.0,10,8.0,8,14.0,15.0,12.0,13,8.0,21.0,13.0,9.0,9,20,10.0,7.0,7.0,14.0,11.0,9.0,10.0,8.0,9.0,8.0,10.0,4.0,5.0,6.0,10.0,13.0,9,5.0,7.0,6.0,7.0,4.0,5.0,10,12.0,9,8,9.0,10.0,8.0,8.0,13.0,8.0,17.0,8.0,18.0,11.0,13.0,6.0,7.0,12.0,9.0,12.0,6.0,13.0,8.0,11.0,8,10.0,5.0,8.0,8.0,14.0,18,17,19,13.0,9.0,13.0,23.0,11.0
2021_07_26,14.0,9,11.0,13,10.0,9,15.0,20.0,14.0,14,11.0,22.0,15.0,11.0,12,22,13.0,8.0,9.0,16.0,14.0,10.0,14.0,9.0,11.0,11.0,11.0,7.0,6.0,10.0,11.0,14.0,15,6.0,6.0,11.0,9.0,6.0,7.0,14,13.0,10,9,8.0,12.0,8.0,7.0,10.0,10.0,17.0,8.0,16.0,11.0,10.0,5.0,4.0,9.0,7.0,9.0,4.0,13.0,4.0,7.0,8,8.0,5.0,7.0,7.0,15.0,20,22,22,24.0,8.0,12.0,17.0,11.0
