Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,17T,18T,19T,14T,27T,20T,21T,24T,25T,26T,79T,46T,72T,29T,30T,31T,32T,33T,34T,71T,77T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,44T,62T,63T,80T
2018_07_30,15.0,,,15.0,18.0,,20.0,19.0,19,21.0,24.0,,14.0,17.0,,26.0,,,15.0,,17.0,9.0,20.0,,21.0,6.0,17.0,14.0,,,,12.0,20.0,20.0,,,,10.0,,9.0,,7.0,7.0,6.0,15.0,,,10.0,,11.0,9.0,11,4.0
2018_07_31,17.0,,,12.0,20.0,,21.0,20.0,19,23.0,26.0,,12.0,14.0,,21.0,,,20.0,,13.0,10.0,20.0,,18.0,8.0,19.0,16.0,,,,14.0,17.0,16.0,,,,9.0,,25.0,,7.0,,6.0,10.0,,,14.0,,9.0,6.0,9,6.0
2018_08_01,18.0,,,18.0,15.0,,21.0,18.0,14,17.0,23.0,,14.0,13.0,,23.0,,,17.0,,10.0,10.0,24.0,,24.0,8.0,18.0,15.0,,,,13.0,18.0,16.0,,,,12.0,,32.0,,11.0,12.0,8.0,14.0,,,15.0,,19.0,12.0,20,16.0
2018_08_02,17.0,,,13.0,19.0,,23.0,22.0,17,21.0,22.0,,14.0,15.0,,23.0,,,20.0,,14.0,9.0,21.0,,28.0,5.0,11.0,14.0,,,,15.0,22.0,12.0,,,,12.0,,41.0,,10.0,13.0,12.0,17.0,,,11.0,,15.0,16.0,20,10.0
2018_08_03,16.0,,,16.0,17.0,,21.0,16.0,16,18.0,24.0,,13.0,13.0,,25.0,,,16.0,,12.0,9.0,18.0,,30.0,6.0,10.0,14.0,,,,15.0,21.0,20.0,,,,12.0,,38.0,,9.0,11.0,10.0,15.0,,,8.0,,18.0,14.0,18,9.0
2018_08_04,12.0,,,11.0,17.0,,18.0,15.0,14,22.0,20.0,,10.0,13.0,,16.0,,,23.0,,17.0,13.0,22.0,,30.0,8.0,10.0,15.0,,,,10.0,24.0,20.0,,,,12.0,,42.0,,10.0,14.0,10.0,13.0,,,10.0,,21.0,11.0,23,12.0
2018_08_05,10.0,,,11.0,15.0,,17.0,14.0,13,20.0,19.0,,10.0,12.0,,15.0,,,21.0,,17.0,12.0,27.0,,25.0,10.0,10.0,15.0,,,,14.0,18.0,21.0,,,,13.0,,42.0,,8.0,13.0,9.0,11.0,,,14.0,,23.0,15.0,32,15.0
2018_08_06,13.0,,,13.0,16.0,,18.0,16.0,15,20.0,24.0,,11.0,12.0,,16.0,,,19.0,,20.0,12.0,27.0,,21.0,11.0,12.0,15.0,,,,10.0,20.0,12.0,,,,16.0,,46.0,,9.0,15.0,9.0,13.0,,,15.0,,14.0,14.0,25,9.0
2018_08_07,15.0,,,14.0,20.0,,22.0,18.0,20,27.0,29.0,,14.0,15.0,,19.0,,,15.0,,17.0,15.0,23.0,,18.0,12.0,10.0,20.0,,,,11.0,19.0,13.0,,,,14.0,,25.0,,10.0,16.0,9.0,15.0,,,15.0,,24.0,25.0,31,20.0
2018_08_08,25.0,,,18.0,21.0,,30.0,28.0,21,33.0,30.0,,21.0,22.0,,29.0,,,22.0,,18.0,14.0,19.0,,22.0,14.0,13.0,21.0,,,,13.0,19.0,18.0,,,,11.0,,41.0,,10.0,13.0,9.0,15.0,,,15.0,,23.0,18.0,25,15.0
2018_08_09,18.0,,,15.0,18.0,,20.0,17.0,16,23.0,23.0,,17.0,18.0,,26.0,,,16.0,,14.0,11.0,19.0,,18.0,4.0,22.0,15.0,,,,15.0,18.0,18.0,,,,10.0,,26.0,,8.0,10.0,7.0,15.0,,,12.0,,12.0,18.0,25,12.0
