Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,46T,47T,72T,82T,83T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,42T,43T,44T,62T,63T,78T,80T
2020_06_04,11.0,9,16.0,12.0,14.0,12.0,15.0,18.0,15.0,9.0,12.0,21.0,13,9,8,21.0,13.0,10.0,12.0,17.0,8.0,15.0,6.0,7.0,13.0,9.0,8.0,6,5.0,14,13.0,12.0,10.0,7.0,11.0,5.0,20.0,5.0,8.0,4.0,13.0,8,5.0,6.0,13.0,19.0,11.0,10,12.0,8.0,11.0,12,12.0,14.0,9.0,14.0,11.0,11.0,13,11,12.0,14.0,11.0,23.0,12.0,15.0,3.0,10.0
2020_06_05,11.0,7,15.0,10.0,12.0,12.0,14.0,24.0,13.0,8.0,12.0,21.0,10,6,5,18.0,11.0,11.0,9.0,14.0,9.0,16.0,7.0,7.0,12.0,9.0,8.0,10,5.0,15,10.0,14.0,15.0,7.0,7.0,6.0,6.0,4.0,11.0,4.0,12.0,8,5.0,6.0,11.0,16.0,9.0,10,13.0,9.0,12.0,14,13.0,13.0,8.0,15.0,8.0,11.0,13,10,12.0,22.0,11.0,14.0,11.0,13.0,4.0,4.0
2020_06_06,7.0,5,14.0,9.0,11.0,7.0,12.0,17.0,11.0,5.0,8.0,21.0,9,5,5,18.0,11.0,7.0,9.0,18.0,21.0,12.0,5.0,8.0,17.5,9.0,8.0,6,4.0,13,9.0,12.0,11.0,5.0,7.0,6.0,5.0,4.0,8.0,5.0,13.0,8,5.0,6.0,9.0,16.0,9.0,9,13.0,10.0,11.0,11,16.0,15.0,6.0,13.0,11.0,12.0,12,12,9.0,15.0,12.0,13.0,16.0,15.0,7.0,6.0
2020_06_07,6.0,5,10.0,4.0,10.0,8.0,10.0,11.0,8.0,5.0,4.0,18.0,8,5,4,18.0,10.0,9.0,6.0,14.0,12.333333333333334,17.0,4.0,17.0,14.0,10.0,7.0,8,6.0,12,10.0,8.0,7.0,6.0,9.0,7.0,5.0,7.0,7.0,4.0,13.0,8,6.0,4.0,9.0,12.0,7.0,5,10.0,6.0,6.0,10,9.0,12.0,3.0,10.0,9.0,8.0,7,8,7.0,12.0,11.0,18.0,11.0,16.0,10.0,8.0
2020_06_08,8.0,4,10.0,9.0,11.0,9.0,11.0,19.0,11.0,10.0,6.0,19.0,10,6,8,18.0,11.0,8.0,6.0,15.0,13.0,15.0,4.0,6.0,14.0,8.0,7.0,6,5.0,13,10.0,9.0,6.0,9.0,7.0,7.0,6.0,5.0,9.0,5.0,11.0,8,5.0,5.0,11.0,12.0,5.0,8,10.0,4.0,5.0,8,8.0,6.0,4.0,9.0,9.0,6.0,8,6,6.0,17.0,12.0,14.0,11.0,17.0,7.0,6.0
2020_06_09,10.0,7,13.0,9.0,12.0,10.0,12.0,19.0,11.0,11.0,8.0,18.0,12,6,9,21.0,12.0,8.0,7.0,13.0,5.0,11.0,6.0,5.0,15.0,9.0,8.0,11,9.0,12,10.0,10.0,13.0,9.0,6.0,7.0,7.0,7.0,9.0,5.0,12.0,9,5.0,4.0,9.0,11.0,5.0,6,9.0,5.0,5.0,9,11.0,17.0,4.0,10.0,6.0,6.0,8,8,7.0,10.0,12.0,19.0,18.0,18.0,10.0,9.0
2020_06_10,10.0,7,11.0,7.0,9.0,11.0,11.0,22.0,10.0,11.0,7.0,18.0,9,6,5,18.0,11.0,9.0,8.0,17.0,8.0,14.0,9.0,12.0,18.0,12.0,9.0,6,17.0,13,13.0,12.0,13.0,10.0,11.0,6.0,6.0,9.0,9.0,5.0,17.0,7,8.0,8.0,13.0,12.0,5.0,6,10.0,7.0,8.0,9,11.0,13.0,4.0,9.0,9.0,6.0,9,9,6.0,9.0,15.0,25.0,8.0,17.0,11.0,16.0
2020_06_11,15.0,9,14.0,10.0,13.0,10.0,13.0,22.0,14.0,17.0,11.0,22.0,13,6,9,23.0,11.0,14.0,10.0,21.0,12.0,11.0,7.0,12.0,20.0,10.0,10.0,8,13.0,15,12.0,11.0,19.0,,11.0,7.0,7.0,8.0,9.0,8.0,17.0,10,9.0,7.0,14.0,13.0,5.0,5,9.0,6.0,6.0,8,11.0,8.0,4.0,12.0,7.5,5.0,9,7,9.0,18.0,22.0,23.0,13.0,18.0,11.0,20.0
2020_06_12,12.0,10,12.0,8.0,10.0,9.0,11.0,21.0,12.0,12.0,8.0,18.0,11,7,7,22.0,13.0,9.0,7.0,15.0,8.0,8.0,7.0,8.0,15.0,14.0,8.0,8,7.0,17,15.0,10.0,11.0,12.0,18.0,5.0,6.0,8.0,8.0,6.0,18.0,10,12.0,7.0,18.0,14.0,9.0,6,12.0,5.0,8.0,10,13.0,12.0,5.0,12.0,9.0,5.0,10,8,9.0,14.0,14.0,18.0,11.0,15.0,5.0,10.0
2020_06_13,11.0,9,12.0,8.0,10.0,9.0,12.0,20.0,12.0,13.0,8.0,19.0,11,9,8,23.0,12.0,8.0,7.0,15.0,10.0,9.0,7.0,8.0,21.0,14.0,8.0,7,7.0,14,14.0,9.0,10.0,13.0,17.0,6.0,9.0,8.0,10.0,6.0,16.0,7,13.0,8.0,16.0,12.0,8.0,6,11.0,5.0,10.0,9,10.0,10.0,5.0,10.0,6.0,4.0,9,10,12.0,12.0,13.0,20.0,8.0,13.0,4.0,7.0
2020_06_14,12.0,9,13.0,10.0,10.0,12.0,13.0,18.0,14.0,14.0,9.0,21.0,12,10,9,23.0,12.0,10.0,9.0,13.0,10.0,11.0,8.0,14.0,21.0,16.0,9.0,11,10.0,12,18.0,7.0,6.0,7.0,19.0,8.0,8.0,7.0,11.0,8.0,16.0,8,10.0,9.0,15.0,14.0,7.0,7,9.0,4.0,9.0,10,11.0,8.0,5.0,9.0,8.0,5.0,6,7,13.0,8.0,13.0,19.0,11.0,16.0,8.0,7.0
2020_06_15,11.0,6,9.0,9.0,12.0,8.0,11.0,19.0,13.0,11.0,7.0,17.0,11,5,7,20.0,11.0,8.0,6.0,12.0,6.0,9.0,8.0,6.0,22.666666666666668,9.0,13.0,8,6.0,11,9.0,6.0,5.0,5.0,10.0,6.0,5.0,7.0,9.0,6.0,11.0,6,8.0,9.0,11.0,14.0,9.0,7,8.0,4.0,8.0,7,6.0,15.0,4.0,8.0,5.0,6.0,5,6,8.0,10.0,13.0,20.0,14.0,20.0,12.0,10.0
2020_06_16,11.0,8,9.0,9.0,9.0,11.0,11.0,21.0,11.0,13.0,8.0,20.0,10,7,6,19.0,10.0,11.0,9.0,19.0,8.0,12.0,8.0,10.0,25.666666666666668,10.0,10.0,7,4.0,12,12.0,7.0,7.0,4.0,13.0,5.0,5.0,6.0,8.0,5.0,12.0,7,7.0,8.0,11.0,12.0,6.0,7,4.0,4.0,8.0,11,5.0,12.0,4.0,5.0,4.0,4.0,5,5,6.0,14.0,14.0,21.0,10.0,16.0,8.0,11.0
2020_06_17,12.0,8,13.0,11.0,12.0,11.0,13.0,23.0,14.0,13.0,8.0,24.0,13,8,9,21.0,14.0,10.0,8.0,19.0,7.0,15.0,5.0,7.0,22.333333333333332,8.0,7.0,6,4.0,12,9.0,8.0,5.0,5.0,7.0,6.0,5.0,7.0,9.0,5.0,13.0,7,4.0,6.0,7.0,12.0,6.0,6,4.0,4.0,7.0,14,6.0,10.0,4.0,7.0,6.0,3.0,6,6,7.0,11.0,13.0,18.0,11.0,16.0,7.0,10.0
2020_06_18,15.0,12,17.0,12.0,15.0,13.0,16.0,24.0,18.0,17.0,13.0,24.0,16,14,13,24.0,14.0,12.0,9.0,21.0,9.0,16.0,9.0,10.0,16.666666666666668,13.0,8.0,7,5.0,10,13.0,6.0,4.0,5.0,10.0,6.0,4.0,7.0,12.0,7.0,16.0,7,5.0,7.0,15.0,13.0,5.0,5,4.0,4.0,8.0,15,6.0,8.0,3.0,5.0,4.0,9.0,5,6,5.0,10.0,12.0,12.0,8.0,13.0,5.0,7.0
2020_06_19,14.0,10,13.0,12.0,17.0,10.0,14.0,22.0,16.0,16.0,10.0,25.0,14,9,11,22.0,12.0,12.0,7.0,18.0,7.0,13.0,7.0,10.0,23.0,12.0,12.0,8,6.0,14,15.0,8.0,6.0,8.0,11.0,9.0,7.0,11.0,13.0,12.0,18.0,9,10.0,,11.333333333333334,13.0,6.0,6,3.0,5.0,9.0,17,7.0,11.0,4.0,6.0,3.0,11.0,6,7,7.0,9.0,12.0,17.0,9.0,14.0,4.0,7.0
2020_06_20,13.0,10,14.0,10.0,12.0,11.0,13.0,19.0,15.0,15.0,10.0,22.0,14,9,9,24.0,14.0,8.0,6.0,19.0,11.0,10.0,6.0,10.0,24.0,12.0,9.0,10,8.0,15,16.0,8.0,10.0,11.0,14.0,7.0,6.0,8.0,36.0,23.0,18.0,9,9.0,10.0,13.0,12.0,5.0,10,6.0,5.0,11.0,18,8.0,11.0,6.0,9.0,5.0,13.0,9,6,9.0,13.0,15.0,17.0,7.0,13.0,5.0,11.0
2020_06_21,12.0,10,13.0,11.0,12.0,11.0,13.0,16.0,14.0,14.0,11.0,21.0,12,9,8,24.0,14.0,9.0,7.0,13.0,8.0,13.0,8.0,9.0,18.0,14.0,12.0,9,9.0,18,17.0,10.0,15.0,10.0,14.0,9.0,8.0,10.0,,12.0,18.0,12,12.0,11.0,12.0,13.0,7.0,7,8.0,6.0,10.0,15,9.0,13.0,6.0,9.0,7.0,11.0,8,6,8.0,13.0,15.0,18.0,7.0,14.0,7.0,12.0
2020_06_22,15.0,11,15.0,14.0,16.0,12.0,15.0,22.0,17.0,17.0,13.0,21.0,16,13,12,26.0,15.0,12.0,8.0,15.0,10.0,10.0,7.0,12.0,22.0,14.0,18.0,7,10.0,20,14.0,10.0,16.0,10.0,12.0,7.0,8.0,11.0,8.0,18.0,18.0,11,11.0,15.0,11.0,13.0,7.0,8,7.0,6.0,10.0,20,15.0,10.0,5.0,11.0,7.0,12.0,10,9,8.0,12.0,13.0,22.0,9.0,16.0,7.0,14.0
2020_06_23,15.0,11,14.0,14.0,15.0,13.0,14.0,20.0,18.0,18.0,12.0,21.0,15,10,12,24.0,14.0,13.0,10.0,17.0,10.0,13.0,7.0,10.0,21.0,10.0,14.0,8,8.0,15,15.0,11.0,13.0,9.0,11.0,5.0,6.0,7.0,10.0,6.0,14.0,10,9.0,5.0,11.0,13.0,6.0,8,6.0,7.0,10.0,16,9.0,15.0,6.0,11.0,5.0,12.0,10,8,7.0,16.0,12.0,21.0,8.0,16.0,7.0,13.0
2020_06_24,17.0,11,16.0,15.0,16.0,15.0,16.0,24.0,20.0,18.0,16.0,25.0,15,9,11,22.0,13.0,11.0,9.0,23.0,12.0,15.0,9.0,13.0,18.0,15.0,13.0,7,10.0,18,15.0,12.0,12.0,11.0,13.0,9.0,8.0,7.0,17.0,6.0,16.0,7,10.0,5.0,15.0,14.0,6.0,6,5.0,4.0,8.0,17,7.0,11.0,6.0,11.0,5.0,10.0,8,7,8.0,18.0,12.0,20.0,8.0,17.0,6.0,11.0
2020_06_25,10.0,10,14.0,13.0,12.0,11.0,14.0,20.0,15.0,15.0,13.0,21.0,14,11,9,23.0,12.0,10.0,7.0,18.0,12.0,10.0,7.0,9.0,15.0,14.0,16.0,7,9.0,22,15.0,12.0,11.0,10.0,13.0,6.0,6.0,6.0,8.0,7.0,19.0,7,10.0,6.0,13.0,13.0,6.0,8,9.0,4.0,7.0,16,6.0,15.0,5.0,7.0,5.0,13.0,6,6,7.0,15.0,15.0,17.0,8.0,15.0,5.0,8.0
2020_06_26,13.0,9,11.0,11.0,13.0,11.0,12.0,20.0,13.0,14.0,9.0,21.0,12,8,8,22.0,12.0,11.0,6.0,17.0,13.0,8.0,7.0,10.0,23.0,13.0,9.0,7,11.0,18,14.0,9.0,8.0,10.0,10.0,8.0,7.0,9.0,10.0,8.0,11.0,7,12.0,7.0,15.0,12.0,6.0,7,5.0,4.0,7.0,14,6.0,8.0,4.0,8.0,4.0,13.0,6,6,4.0,10.0,13.0,14.0,8.0,16.0,6.0,8.0
2020_06_27,11.0,12,14.0,12.0,13.0,10.0,13.0,23.0,13.0,13.0,10.0,21.0,13,10,12,25.0,13.0,9.0,6.0,16.0,11.0,8.0,6.0,8.0,15.0,6.0,8.0,6,6.0,16,15.0,10.0,11.0,11.0,12.0,11.0,9.0,10.0,10.0,10.0,12.0,9,9.0,6.0,11.0,12.0,4.0,4,5.0,3.0,8.0,16,6.0,7.0,3.0,7.0,5.0,9.0,8,4,3.0,14.0,16.0,17.0,11.0,17.0,9.0,9.0
2020_06_28,11.0,9,12.0,9.0,11.0,9.0,13.0,14.0,13.0,13.0,9.0,22.0,11,8,8,23.0,13.0,8.0,5.0,13.0,7.0,7.0,4.0,12.0,16.0,12.0,8.0,6,7.0,17,17.0,9.0,12.0,10.0,10.0,14.0,8.0,10.0,9.0,11.0,15.0,8,8.0,5.0,11.0,11.0,4.0,5,7.0,4.0,6.0,15,6.0,7.0,2.0,8.0,6.0,11.0,8,5,4.0,15.0,20.0,31.0,23.0,22.0,16.0,21.0
2020_06_30,14.0,10,12.0,10.0,10.0,13.0,12.0,21.0,12.0,16.0,10.0,19.0,11,6,5,20.0,11.0,11.0,8.0,15.0,8.0,10.0,6.0,10.0,8.0,11.0,11.5,6,5.0,15,14.0,13.0,11.0,6.0,11.0,6.0,7.0,6.0,10.0,9.0,14.0,8,7.0,6.0,10.0,14.0,4.0,5,6.0,5.0,8.0,13,7.0,9.0,3.0,11.0,6.0,11.0,10,8,5.0,22.0,27.0,23.0,14.0,19.0,15.0,17.0
2020_07_01,11.0,9,11.0,9.0,13.0,12.0,11.0,20.0,13.0,13.0,9.0,23.0,11,6,8,20.0,10.0,10.0,7.0,16.0,12.0,6.0,6.0,6.0,7.0,12.0,13.0,7,10.0,12,12.0,8.0,9.0,6.0,11.0,7.0,7.0,6.0,10.0,10.0,16.0,6,7.0,8.0,12.0,13.0,4.0,4,6.0,5.0,8.0,11,8.0,12.0,3.0,9.0,7.0,11.0,6,6,4.0,19.0,23.0,28.0,14.0,17.0,13.0,18.0
2020_07_02,11.0,9,13.0,10.0,9.0,9.0,13.0,23.0,12.0,14.0,8.0,14.0,12,7,9,23.0,13.0,11.0,6.0,20.0,13.0,10.0,7.0,8.0,6.0,13.0,10.0,7,9.0,12,12.0,10.0,7.0,5.0,11.0,7.0,6.0,5.0,9.0,8.0,16.0,8,8.0,5.0,10.0,12.0,6.0,6,4.0,5.0,8.0,11,6.0,10.0,3.0,7.0,4.0,15.0,6,5,4.0,17.0,20.0,29.0,11.0,16.0,7.0,16.0
2020_07_03,14.0,12,11.0,10.0,14.0,12.0,13.0,22.0,13.0,16.0,10.0,18.0,12,8,10,21.0,14.0,12.0,8.0,18.0,12.0,8.0,7.0,8.0,12.0,12.0,9.0,7,5.0,13,11.0,12.0,5.0,5.0,9.0,4.0,8.0,6.0,14.0,7.0,14.0,9,8.0,5.0,10.0,12.0,7.0,5,5.0,5.0,8.0,13,6.0,7.0,3.0,8.0,5.0,16.0,8,8,5.0,15.0,18.0,30.0,15.0,20.0,14.0,15.0
2020_07_04,16.0,14,15.0,13.0,16.0,13.0,16.0,22.0,16.0,19.0,14.0,23.0,17,13,15,26.0,15.0,13.0,10.0,21.0,17.0,14.0,12.0,8.0,12.0,14.0,11.0,9,12.0,13,13.0,7.0,4.0,7.0,14.0,12.0,15.0,15.0,15.0,14.0,19.0,11,8.0,5.0,12.0,12.0,5.0,6,4.0,4.0,8.0,12,5.0,7.0,2.0,8.0,4.0,15.0,7,6,6.0,24.0,16.0,32.0,15.0,21.0,12.0,17.0
2020_07_05,13.0,11,13.0,10.0,11.0,13.0,14.0,19.0,12.0,15.0,10.0,21.0,14,8,10,25.0,14.0,12.0,7.0,14.0,12.0,10.0,8.0,7.0,16.0,15.0,8.0,7,9.0,14,14.0,8.0,6.0,7.0,10.0,9.0,9.0,7.0,8.0,10.0,14.0,10,10.0,7.0,15.0,11.0,5.0,6,4.0,4.0,9.0,15,6.0,6.0,2.0,7.0,4.0,12.0,7,6,5.0,17.0,20.0,24.0,20.0,20.0,10.0,19.0
2020_07_06,12.0,9,14.0,9.0,13.0,12.0,13.0,19.0,12.0,12.0,9.0,22.0,11,9,8,20.0,14.0,9.0,6.0,12.0,9.0,8.0,6.0,9.0,15.0,12.0,8.0,7,8.0,16,13.0,10.0,7.0,10.0,11.0,11.0,9.0,9.0,10.0,10.0,19.0,9,14.0,7.0,12.0,12.0,7.0,7,5.0,5.0,10.0,13,5.0,7.0,3.0,9.0,3.0,18.0,6,6,8.0,16.0,16.0,18.0,21.0,18.0,8.0,6.0
2020_07_07,13.0,11,10.0,10.0,13.0,13.0,14.0,22.0,14.0,15.0,11.0,22.0,14,8,10,17.0,13.0,10.0,8.0,16.0,10.0,9.0,9.0,10.0,25.0,13.0,13.0,9,7.0,15,15.0,11.0,10.0,9.0,12.0,7.0,5.0,10.0,7.0,9.0,18.0,8,11.0,9.0,13.0,14.0,12.0,9,7.0,6.0,11.0,18,6.0,10.0,5.0,9.0,4.0,17.0,12,7,8.0,18.0,14.0,16.0,16.0,14.0,4.0,7.0
2020_07_08,12.0,7,9.0,10.0,12.0,14.0,13.0,21.0,12.0,12.0,9.0,22.0,11,6,7,21.0,12.0,8.0,9.0,15.0,7.0,16.0,7.0,10.0,22.0,12.0,12.0,8,6.0,17,13.0,10.0,9.0,9.0,11.0,6.0,4.0,7.0,8.0,8.0,14.0,7,11.0,6.0,11.0,12.0,6.0,7,10.0,6.0,14.0,18,7.0,9.0,6.0,10.0,9.0,14.0,10,9,8.0,14.0,14.0,15.0,8.0,12.0,4.0,5.0
2020_07_09,12.0,7,11.0,11.0,14.0,10.0,14.0,21.0,13.0,15.0,11.0,20.0,12,6,7,21.0,11.0,11.0,7.0,15.0,9.0,10.0,8.0,10.0,19.0,12.0,10.0,8,5.0,17,15.0,10.0,13.0,12.0,13.0,9.0,6.0,8.0,9.0,9.0,16.0,8,10.0,6.0,18.0,12.0,5.0,8,7.0,6.0,12.0,17,7.0,8.0,3.0,13.0,9.0,17.0,11,7,6.0,10.0,15.0,13.0,10.0,12.0,4.0,5.0
2020_07_10,14.0,11,10.0,10.0,11.0,12.0,13.0,22.0,13.0,14.0,21.666666666666668,23.0,13,10,11,25.0,13.0,12.0,5.0,16.0,12.0,9.0,6.0,9.0,17.0,16.0,9.0,7,7.0,16,15.0,14.0,10.0,10.0,17.0,8.0,4.0,6.0,13.0,8.0,16.0,8,15.0,5.0,14.0,15.0,9.0,5,5.0,5.0,8.0,13,7.0,9.0,4.0,10.0,8.0,20.0,9,6,8.0,11.0,12.0,13.0,10.0,14.0,3.0,7.0
2020_07_11,12.0,10,10.0,9.0,11.0,9.0,13.0,22.0,12.0,14.0,9.0,19.0,13,10,10,23.0,13.0,9.0,8.0,15.0,10.0,13.0,7.0,12.0,22.0,15.0,6.0,8,7.0,19,15.0,14.0,10.0,10.0,14.0,9.0,6.0,8.0,9.0,9.0,17.0,9,14.0,7.0,18.0,14.0,7.0,5,7.0,5.0,10.0,16,8.0,10.0,3.0,13.0,6.0,17.0,9,7,5.0,9.0,11.0,16.0,10.0,14.0,4.0,6.0
2020_07_12,14.0,8,10.0,10.0,11.0,13.0,12.0,20.0,13.0,15.0,9.0,21.0,12,7,6,21.0,13.0,10.0,7.0,15.0,8.0,10.0,6.0,13.0,19.0,17.0,11.0,5,6.0,22,17.0,12.0,19.0,9.0,13.0,9.0,6.0,6.0,9.0,8.0,19.0,8,13.0,8.0,12.0,15.0,7.0,7,7.0,5.0,10.0,16,7.0,10.0,4.0,12.0,8.0,14.0,9,8,5.0,8.0,11.0,13.0,7.0,13.0,2.0,4.0
2020_07_13,10.0,7,8.0,9.0,10.0,10.0,12.0,17.0,17.666666666666668,10.0,7.0,16.0,8,6,6,20.0,13.0,9.0,6.0,13.0,7.0,9.0,6.0,11.0,12.0,12.0,9.0,8,6.0,15,12.0,9.0,11.0,8.0,10.0,8.0,5.0,6.0,8.0,9.0,15.0,7,9.0,6.0,9.0,12.0,6.0,5,4.0,4.0,8.0,14,7.0,10.0,3.0,7.0,5.0,15.0,6,5,4.0,10.0,12.0,21.0,9.0,15.0,2.0,3.0
2020_07_14,12.0,11,14.0,10.0,10.0,13.0,13.0,22.0,19.666666666666668,15.0,10.0,21.0,15,10,9,23.0,12.0,10.0,6.0,15.0,9.0,8.0,9.0,6.0,15.0,10.0,9.0,7,5.0,16,12.0,10.0,9.0,9.0,10.0,6.0,4.0,7.0,11.0,7.0,15.0,8,11.0,5.0,10.0,11.0,5.0,4,6.0,4.0,8.0,12,8.0,10.0,3.0,7.0,6.0,15.0,7,6,4.0,12.0,12.0,15.0,10.0,17.0,2.0,6.0
2020_07_15,13.0,11,15.0,13.0,15.0,14.0,15.0,20.0,17.0,15.0,11.0,21.0,13,11,10,21.0,13.0,13.0,7.0,16.0,14.0,10.0,7.0,5.0,21.0,15.0,8.0,9,7.0,15,12.0,7.0,16.0,7.0,13.0,8.0,6.0,9.0,14.0,9.0,21.0,7,18.0,7.0,12.0,12.0,7.0,5,5.0,5.0,9.0,14,7.0,11.0,3.0,7.0,6.0,17.0,7,7,4.0,14.0,13.0,19.0,11.0,18.0,5.0,13.0
2020_07_16,13.0,12,13.0,10.0,13.0,12.0,13.0,22.0,16.0,14.0,10.0,21.0,14,10,10,24.0,14.0,10.0,5.0,16.0,11.0,8.0,7.0,6.0,18.0,11.0,7.0,7,7.0,14,14.0,10.0,10.0,9.0,17.0,12.0,9.0,8.0,12.0,6.0,15.0,8,10.0,7.0,14.0,13.0,5.0,6,5.0,4.0,8.0,12,10.0,11.0,2.0,10.0,6.0,16.0,9,8,5.0,17.0,13.0,23.0,14.0,18.0,8.0,13.0
2020_07_17,14.0,10,17.0,13.0,11.0,7.0,15.0,25.0,16.0,15.0,13.0,23.0,12,9,9,20.0,13.0,11.0,8.0,19.0,8.0,17.0,6.0,7.0,14.0,12.0,9.0,8,5.0,14,12.0,8.0,10.0,12.0,13.0,11.0,7.0,6.0,12.0,9.0,15.0,8,9.0,7.0,12.0,11.0,5.0,7,7.0,7.0,11.0,13,11.0,12.0,2.0,9.0,7.0,16.0,8,9,4.0,14.0,13.0,21.0,8.0,15.0,2.0,8.0
2020_07_18,16.0,13,16.0,13.0,15.0,13.0,16.0,20.0,20.0,16.0,18.0,22.0,15,12,10,25.0,14.0,11.0,9.0,16.0,15.0,10.0,9.0,12.0,24.0,15.0,11.0,8,6.0,17,17.0,10.0,14.0,13.0,15.0,11.0,7.0,9.0,18.0,10.0,21.0,11,12.0,6.0,16.0,13.0,5.0,7,7.0,5.0,10.0,12,6.0,8.0,3.0,11.0,8.0,17.0,8,7,6.0,14.0,12.0,18.0,9.0,12.0,2.0,7.0
2020_07_19,9.0,7,7.0,8.0,10.0,7.0,10.0,13.0,13.0,11.0,6.0,16.0,10,5,5,18.0,11.0,9.0,6.0,12.0,6.0,12.0,6.0,10.0,18.0,15.0,12.0,9,5.0,17,16.0,9.0,9.0,7.0,15.0,11.0,6.0,5.0,9.0,9.0,18.0,8,10.0,6.0,13.0,13.0,8.0,6,8.0,5.0,9.0,17,7.0,7.0,3.0,13.0,6.0,18.0,10,6,8.0,15.0,12.0,15.0,10.0,14.0,5.0,9.0
2020_07_20,19.0,11,15.0,14.0,15.0,12.0,15.0,23.0,21.0,21.0,14.0,22.0,16,10,11,22.0,14.0,18.0,14.0,20.0,15.0,17.0,10.0,15.0,22.0,16.0,13.0,6,9.0,15,16.0,11.0,7.0,9.0,16.0,10.0,8.0,11.0,15.0,12.0,16.0,10,12.0,7.0,12.0,14.0,12.0,7,6.0,4.0,9.0,18,8.0,11.0,4.0,9.0,6.0,20.0,12,7,8.0,10.0,12.0,17.0,13.0,18.0,3.0,10.0
2020_07_21,15.0,13,17.0,15.0,18.0,11.0,16.0,20.0,20.0,16.0,15.0,23.0,14,12,9,23.0,18.0,15.0,11.0,15.0,14.0,14.0,10.0,10.0,24.0,15.0,13.0,11,8.0,14,15.0,8.0,10.0,8.0,14.0,12.0,9.0,13.0,11.0,13.0,12.0,16,10.0,8.0,10.0,12.0,6.0,8,10.0,8.0,14.0,18,7.0,10.0,5.0,8.0,6.0,19.0,15,10,8.0,14.0,13.0,19.0,16.0,17.0,3.0,9.0
2020_07_22,18.0,14,17.0,16.0,16.0,16.0,16.0,23.0,24.0,19.0,18.0,24.0,17,13,12,24.0,17.0,16.0,12.0,20.0,19.0,16.0,10.0,12.0,20.0,16.0,12.0,7,7.0,16,14.0,9.0,7.0,11.0,13.0,8.0,13.0,16.0,16.0,12.0,18.0,20,13.0,7.0,16.0,14.0,6.0,6,8.0,4.0,10.0,15,9.0,12.0,4.0,11.0,6.0,19.0,9,9,7.0,15.0,13.0,19.0,12.0,13.0,5.0,6.0
2020_07_23,12.0,10,14.0,12.0,13.0,16.333333333333332,14.0,21.0,18.0,13.0,12.0,22.0,13,7,9,21.0,14.0,12.0,11.0,18.0,14.0,19.0,8.0,13.0,20.0,12.0,12.0,8,6.0,20,15.0,13.0,10.0,13.0,13.0,9.0,9.0,10.0,13.0,12.0,16.0,12,15.0,7.0,22.0,13.0,7.0,9,10.0,9.0,12.0,23,11.0,12.0,4.0,13.0,8.0,16.0,17,10,7.0,15.0,13.0,17.0,8.0,14.0,4.0,6.0
2020_07_24,14.0,10,11.0,11.0,15.0,11.0,13.0,22.0,20.0,17.0,12.0,22.0,17,10,10,22.0,13.0,13.0,,22.0,11.0,11.0,11.0,14.0,23.0,15.0,11.0,7,8.0,22,17.0,15.0,16.0,10.0,14.0,8.0,8.0,10.0,10.0,10.0,15.0,7,10.0,8.0,16.0,16.0,9.0,15,16.0,12.0,21.0,19,13.0,13.0,5.0,16.0,11.0,18.0,15,16,7.0,12.0,12.0,15.0,9.0,13.0,3.0,7.0
2020_07_25,14.0,11,14.0,14.0,14.0,12.0,14.0,18.0,19.0,17.0,14.0,21.0,13,9,9,20.0,14.0,14.0,,15.0,3.0,13.0,8.0,13.0,23.0,13.0,9.0,11,8.0,18,15.0,12.0,13.0,10.0,14.0,13.0,7.0,8.0,9.0,11.0,8.0,12,10.0,6.0,10.0,15.0,10.0,16,15.0,15.0,19.0,21,16.0,15.0,6.0,15.0,12.0,19.0,19,17,5.0,11.0,11.0,13.0,9.0,13.0,3.0,6.0
2020_07_26,15.0,8,9.0,11.0,12.0,11.0,12.0,19.0,18.0,15.0,11.0,21.0,13,8,8,20.0,12.0,11.0,9.0,15.0,7.0,16.0,8.0,10.0,18.0,13.0,7.0,6,6.0,16,14.0,11.0,13.0,10.0,10.0,10.0,4.0,5.0,8.0,8.0,9.0,7,7.0,5.0,14.0,21.0,15.0,16,17.0,12.0,18.0,21,13.0,16.0,5.0,13.0,12.0,20.0,16,18,6.0,9.0,14.0,14.0,9.0,12.0,3.0,8.0
2020_07_27,9.0,5,8.0,8.0,9.0,4.0,9.0,14.0,14.0,9.0,5.0,17.0,7,4,3,18.0,10.0,7.0,5.0,11.0,7.0,13.0,7.0,11.0,16.0,13.0,8.0,9,4.0,17,14.0,14.0,22.0,9.0,10.0,5.0,5.0,5.0,8.0,6.0,9.0,7,9.0,9.0,12.0,18.0,11.0,18,18.0,15.0,22.0,18,13.0,14.0,8.0,18.0,12.0,20.0,21,16,4.0,12.0,16.0,18.0,9.0,14.0,3.0,13.0
