Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,99T,100T,46T,47T,72T,82T,83T,88T,90T,91T,101T,102T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,94T,95T,96T,97T,98T,42T,43T,44T,62T,63T,78T,80T,89T,93T
2022_11_27,23.0,19.0,21.0,17.0,16.0,15.0,18.0,27.0,23.0,19.0,18.0,32.0,26.4,20.0,14,26,21.0,18,17,27.0,19.0,18.0,18.0,16,29.0,13.0,18.0,8.0,8.0,11,21.0,8.0,28.5,16.0,8.0,10.0,12,9.0,5,9.0,7.0,14.0,14.0,19,17.0,13.0,14.0,21.0,11.0,19.0,15.0,12.0,21.0,6,18.0,14,14.0,8.0,8.0,13.0,14.0,19.0,12.0,5,22.0,7.0,27.75,13.0,12.0,14.0,14,15.0,13.0,10.0,16.0,13.0,17.0,9.0,12.0,16.0,14.75,16.75,9.0,19.0,12,12.0
2022_11_28,17.0,18.0,20.0,17.0,17.0,12.0,16.0,23.0,21.0,15.0,18.0,29.0,26.0,17.0,10,22,21.0,19,20,22.0,13.0,21.0,17.0,20,33.0,15.0,17.0,9.0,6.0,14,21.0,8.0,28.0,19.0,9.0,25.0,19,19.0,12,13.0,9.0,22.0,15.0,15,21.0,16.0,12.0,23.5,19.5,19.25,14.0,12.0,18.0,7,19.0,19,14.0,8.0,8.0,13.0,19.0,19.5,16.0,8,22.0,9.0,28.25,17.0,12.0,15.0,25,20.0,14.0,19.0,25.0,13.0,21.0,9.0,16.666666666666668,16.0,15.75,15.0,10.0,16.0,11,11.0
2022_11_29,26.0,28.0,21.75,22.0,24.0,20.0,21.0,31.0,32.0,24.0,29.0,40.0,30.25,29.0,20,35,27.0,23,24,32.0,26.0,26.0,21.0,20,37.0,21.0,24.0,11.0,12.0,20,26.0,8.0,28.2,19.0,13.0,23.0,23,25.0,15,13.0,10.0,24.0,12.0,28,23.0,24.0,17.0,19.0,17.75,18.75,15.0,13.0,18.0,7,17.0,13,15.0,8.0,8.0,13.0,23.0,22.75,18.0,8,22.0,10.0,13.0,22.0,14.0,12.0,34,23.0,16.0,24.0,26.0,15.0,25.0,11.0,15.0,14.0,10.25,11.75,9.0,15.0,11,10.0
2022_11_30,34.0,31.0,23.75,24.0,29.0,21.0,23.0,36.0,38.0,30.0,30.6,55.0,29.4,36.0,24,41,27.0,30,30,34.0,31.0,26.0,27.0,22,40.0,21.0,28.0,10.0,21.0,16,23.0,11.0,27.6,21.0,13.0,23.0,25,23.0,16,18.0,11.0,24.0,17.0,30,27.0,28.0,16.666666666666668,20.0,22.0,20.5,22.0,14.0,18.0,9,18.0,14,13.0,10.0,10.0,14.0,20.0,21.0,20.0,6,25.0,12.0,13.0,25.0,18.0,18.0,26,18.0,14.0,17.0,25.0,13.0,21.0,10.0,10.0,15.0,10.0,12.0,8.0,11.0,12,13.0
2022_12_01,22.0,22.0,25.0,17.0,16.0,15.0,18.0,25.0,23.0,19.0,31.6,33.0,31.8,21.0,15,30,25.0,17,17,20.0,23.0,15.0,27.333333333333332,12,34.0,21.0,25.0,7.0,16.0,11,15.0,11.0,28.0,20.0,14.0,11.0,14,9.0,9,9.0,13.0,14.0,18.0,30,33.0,27.0,17.333333333333332,21.0,20.0,23.5,17.0,13.0,18.0,8,16.0,14,17.0,10.0,10.0,15.0,10.0,23.0,22.0,8,24.0,13.0,16.0,23.0,21.0,13.0,23,17.0,8.0,12.0,13.0,16.0,13.0,10.0,11.0,12.0,8.75,11.6,8.0,14.0,14,11.0
2022_12_02,20.0,21.0,23.75,22.0,18.0,13.0,17.0,23.0,24.0,19.0,27.6,33.0,32.0,24.0,16,28,21.0,17,17,20.0,23.0,14.0,29.0,13,29.0,18.0,26.0,7.0,14.0,14,11.0,11.0,25.2,13.0,10.0,10.0,5,8.0,6,6.0,5.0,11.0,14.0,21,31.0,19.0,17.0,15.0,14.0,21.5,16.0,11.0,15.0,8,16.0,10,14.0,8.0,8.0,12.0,12.0,27.0,25.0,8,25.0,16.0,24.0,18.0,15.0,17.0,14,18.0,9.0,15.0,15.0,13.0,15.0,12.0,12.0,11.0,10.25,11.4,8.0,10.0,13,11.0
2022_12_03,20.0,17.0,23.5,20.0,17.0,12.0,17.0,23.0,20.0,17.0,27.4,25.0,30.8,19.0,12,25,20.0,14,16,20.0,23.0,11.0,15.0,11,28.0,17.0,23.0,7.0,14.0,17,10.0,6.0,28.0,13.0,15.0,19.0,5,13.0,8,9.0,5.0,13.0,10.0,14,18.0,13.0,13.0,12.0,14.0,22.75,11.0,10.0,12.0,5,26.8,17,15.0,7.0,8.0,11.0,13.0,24.0,16.0,9,25.0,10.0,30.0,15.0,14.0,19.0,16,15.0,12.0,21.0,17.0,12.0,16.0,5.0,11.0,10.0,12.25,13.4,8.0,6.0,7,9.0
2022_12_04,18.0,19.0,26.25,19.0,16.0,12.0,17.0,20.0,20.0,15.0,32.4,24.0,34.6,17.0,13,24,20.0,14,15,18.0,20.0,13.0,18.0,13,26.0,20.0,26.0,13.0,22.0,18,11.0,7.0,34.6,16.0,16.0,22.0,9,14.0,6,13.0,6.0,13.0,10.0,17,18.0,15.0,11.0,10.0,8.0,26.25,16.0,15.0,16.0,6,28.6,18,16.0,7.0,8.0,11.0,20.0,22.0,20.0,11,25.0,11.0,28.0,17.0,17.0,19.0,17,16.0,14.0,23.0,21.0,12.0,20.0,4.0,9.0,10.0,13.0,16.0,9.0,6.0,4,10.0
2022_12_05,19.0,18.0,15.0,19.0,14.0,12.0,16.0,22.0,19.0,16.0,31.2,23.0,33.0,18.0,12,22,19.0,14,14,20.0,23.0,13.0,16.0,14,26.0,17.0,32.0,9.0,22.0,18,11.0,8.0,34.0,13.0,14.0,7.0,6,9.0,8,6.0,6.0,11.0,8.0,16,15.0,14.0,13.0,12.0,9.0,28.5,12.0,12.0,14.0,6,28.8,16,16.0,7.0,8.0,12.0,17.0,24.0,23.0,11,25.0,11.0,29.0,21.0,22.0,19.0,21,20.0,16.0,20.0,21.0,12.0,17.0,5.0,7.0,11.0,16.0,17.0,9.0,10.0,6,10.0
2022_12_06,14.0,15.0,10.0,12.0,11.0,8.0,14.0,16.0,16.0,9.0,35.2,19.0,37.0,14.0,8,20,17.0,11,12,16.0,17.0,13.0,18.0,10,23.0,16.0,30.0,8.0,17.0,16,9.0,5.0,36.8,13.0,11.0,11.0,7,16.0,7,6.0,7.0,8.0,7.0,13,18.0,12.0,10.0,10.0,11.0,28.0,10.0,9.0,10.0,6,30.6,18,17.0,7.0,7.0,12.0,12.0,24.0,25.0,11,27.0,12.0,31.0,18.0,21.0,17.0,27,20.0,16.0,21.0,28.0,13.0,14.0,5.0,9.0,10.0,15.25,16.4,9.0,9.0,8,10.0
2022_12_07,20.0,18.0,14.0,20.0,16.0,13.0,16.0,21.0,25.0,15.0,38.8,25.0,18.0,19.0,13,23,20.0,17,19,24.0,25.0,17.0,20.0,15,27.0,22.0,30.0,10.0,25.0,17,11.0,5.0,37.6,19.0,16.0,25.0,8,13.0,8,10.0,7.0,8.0,11.0,16,21.0,15.0,14.0,13.0,11.0,28.0,14.0,12.0,14.0,7,33.8,19,18.0,8.0,7.0,12.0,18.0,25.0,29.0,12,29.0,13.0,28.0,17.0,14.0,19.0,23,19.0,19.0,37.0,29.0,12.0,20.0,8.0,10.0,11.0,12.4,17.6,9.0,11.0,11,10.0
2022_12_08,25.0,31.0,18.0,27.0,21.0,17.0,19.0,30.0,35.6,24.0,36.4,39.0,29.0,29.0,23,32,24.0,18,19,41.25,27.0,14.0,21.0,11,28.0,19.0,28.0,11.0,24.0,17,11.0,9.0,33.2,16.0,20.0,26.0,8,18.0,9,15.0,9.0,9.0,13.0,15,25.0,15.0,14.0,14.0,13.0,25.75,12.0,13.0,15.0,9,36.0,20,17.0,8.0,8.0,12.0,18.0,26.0,30.0,12,33.0,14.0,30.0,16.0,21.0,24.0,26,19.0,19.0,25.0,26.0,14.0,19.0,5.0,9.0,9.0,13.0,17.0,10.0,6.0,7,11.0
2022_12_09,25.0,29.0,20.0,25.0,23.0,18.0,19.0,30.0,33.4,24.0,36.0,31.0,30.0,31.0,23,33,23.0,20,21,38.75,32.0,18.0,25.0,17,30.0,22.0,28.0,11.0,23.0,21,15.0,13.0,35.0,18.0,21.0,23.0,11,20.0,11,11.0,11.0,12.0,15.0,21,27.0,18.0,13.0,14.0,16.0,26.25,18.0,15.0,17.0,10,34.6,21,18.0,11.0,11.0,14.0,26.0,26.0,26.0,11,31.25,18.0,29.0,19.0,19.0,22.0,36,25.0,17.0,32.0,32.0,16.0,20.0,10.0,10.0,11.0,14.6,18.2,10.0,6.0,11,10.0
2022_12_10,34.0,29.0,23.0,29.0,27.0,18.0,20.0,43.0,42.8,34.0,26.0,34.0,31.0,42.666666666666664,31,34,24.0,24,25,35.0,34.0,24.0,26.0,21,32.0,20.0,27.0,11.0,23.0,27,21.0,10.0,39.6,22.0,27.0,22.0,16,25.0,17,20.0,11.0,20.0,16.0,22,25.0,18.0,18.0,16.0,12.0,25.0,20.0,18.0,19.0,10,29.0,21,21.0,13.0,13.0,16.0,21.0,18.0,13.0,11,33.0,15.0,31.0,22.0,19.0,24.0,35,32.0,15.0,28.0,36.0,18.0,21.0,18.0,15.0,14.0,14.0,17.0,10.0,10.0,11,8.0
2022_12_11,29.0,29.0,24.0,22.0,27.0,18.0,20.0,31.0,47.4,26.0,47.0,28.0,28.0,45.0,24,36,24.0,20,20,31.0,29.0,27.0,32.0,29,38.0,23.0,36.0,12.0,30.0,35,25.0,12.0,41.8,27.0,30.0,22.0,20,24.0,20,17.0,19.0,22.0,19.0,30,26.0,22.0,24.0,38.2,20.0,34.0,22.0,24.0,24.0,11,28.0,12,20.0,13.0,12.0,17.0,20.0,18.0,19.0,11,38.0,19.0,29.0,26.0,21.0,23.0,40,38.0,20.0,24.0,36.0,22.0,30.0,17.0,18.0,14.0,14.6,19.4,8.0,12.0,10,8.0
2022_12_12,27.0,32.0,24.0,25.0,23.0,18.0,21.0,34.0,37.4,25.0,39.2,32.0,24.0,43.0,24,32,28.0,23,24,32.0,31.0,27.0,34.0,32,38.0,27.0,40.0,14.0,37.0,32,23.0,15.0,38.2,26.0,30.0,19.0,24,28.0,16,18.0,20.0,20.0,17.0,29,33.75,20.0,18.0,33.4,18.0,30.75,26.0,23.0,25.0,13,29.6,20,23.0,17.0,16.0,20.0,19.0,27.0,23.0,12,38.0,21.0,32.0,29.0,26.0,27.0,38,35.0,24.0,24.0,40.0,23.0,30.0,11.0,13.0,13.0,16.8,19.8,9.0,13.0,12,9.0
2022_12_13,30.0,31.0,24.0,24.0,24.0,21.0,22.0,33.0,35.6,28.0,35.8,28.0,27.0,42.0,23,33,29.0,25,24,31.0,30.0,30.0,30.0,26,36.0,28.0,46.0,16.0,37.0,27,24.0,16.0,40.0,33.0,34.0,35.0,38,47.0,34,25.0,34.0,37.0,17.0,23,30.0,22.0,15.0,30.6,19.0,30.0,21.0,30.0,31.0,15,28.6,27,29.0,20.0,18.0,24.0,22.0,30.0,33.0,15,38.0,19.0,33.0,26.0,24.0,26.0,40,31.0,23.0,28.0,39.0,23.0,29.0,12.0,12.0,17.0,15.0,19.0,10.0,19.0,15,9.0
2022_12_14,40.0,38.0,31.0,33.0,32.0,26.0,25.0,39.0,43.2,38.0,44.2,37.0,33.0,42.0,29,40,33.0,36,39,43.0,42.0,37.0,39.0,38,43.0,33.0,44.0,19.0,43.0,37,31.0,24.0,43.0,38.0,37.0,35.0,33,38.0,30,33.0,32.0,30.0,24.0,32,39.0,30.0,21.0,28.8,28.0,31.0,31.0,32.0,39.0,23,26.4,31,32.0,23.0,19.0,24.0,37.0,28.0,30.0,18,43.0,24.0,37.0,36.0,31.0,33.0,43,39.0,31.0,37.0,46.0,31.0,41.0,14.0,15.0,15.0,14.4,17.8,9.0,20.0,16,9.0
2022_12_15,40.0,37.0,34.0,36.0,32.0,26.0,30.0,43.0,44.6,38.0,44.6,40.0,34.0,46.666666666666664,26,40,34.0,35,35,43.0,45.0,36.0,39.0,35,41.0,31.0,34.6,21.0,45.0,38,32.0,23.0,47.0,43.0,38.0,52.0,38,46.0,42,36.0,37.0,30.0,22.0,32,46.0,32.0,26.0,29.4,25.0,29.25,27.0,39.0,33.0,21,29.2,35,36.0,26.0,18.0,28.0,34.0,32.0,37.0,23,40.0,27.0,43.0,37.0,38.0,39.0,47,43.0,34.0,39.0,45.0,33.0,39.0,17.0,17.0,14.0,12.8,16.2,9.0,17.0,15,9.0
2022_12_16,47.0,42.0,40.0,43.0,41.0,34.0,34.0,47.0,54.0,46.0,37.6,52.0,43.0,37.0,35,47,35.0,46,44,49.0,48.0,41.0,44.0,38,45.0,36.0,38.4,19.0,45.0,40,38.0,23.0,56.0,51.0,44.0,66.0,35,40.0,34,40.0,39.0,25.0,26.0,35,53.0,34.0,31.0,29.4,27.0,28.0,29.0,42.0,38.0,22,27.8,37,34.0,26.0,18.25,27.0,39.0,35.0,39.0,23,43.0,26.0,42.0,32.0,33.0,40.0,47,39.0,32.0,41.0,47.0,31.0,42.0,15.0,19.0,14.0,12.4,15.2,9.0,13.0,17,8.0
2022_12_17,39.0,36.0,31.0,36.0,34.0,28.0,30.0,39.0,43.0,38.0,29.4,43.0,32.0,31.333333333333332,28,39,35.0,35,36,41.0,40.0,31.0,33.0,31,41.0,28.0,40.0,17.0,40.0,31,26.0,18.0,34.0,29.0,41.0,36.0,14,27.0,21,30.0,16.0,16.0,25.0,28,36.0,29.0,23.0,25.6,20.0,26.0,27.0,21.0,27.0,15,28.2,35,35.0,22.0,15.25,24.0,36.0,27.0,35.0,24,40.0,28.0,40.0,29.0,30.0,37.0,45,32.0,34.0,38.0,43.0,35.0,37.0,21.0,18.0,11.0,9.8,13.4,9.0,9.0,14,10.0
2022_12_18,24.0,25.0,19.0,18.0,19.0,16.0,20.0,24.0,29.0,22.0,30.4,23.0,24.0,30.0,17,29,27.0,21,21,24.0,24.0,21.0,24.0,28,39.0,34.0,31.0,15.0,26.0,30,27.0,13.0,39.0,28.0,42.0,35.0,17,35.0,29,24.0,26.0,20.0,24.333333333333332,16,33.0,17.0,18.0,27.6,18.0,26.75,17.0,21.0,27.0,8,27.0,33,38.0,32.0,16.0,32.0,34.0,30.0,35.0,24,44.0,35.0,39.0,39.0,35.0,31.0,48,41.0,37.0,39.0,47.0,37.0,39.0,11.0,11.0,8.0,11.2,12.8,7.0,5.0,12,7.0
2022_12_19,29.0,30.0,25.0,24.0,24.0,20.0,23.0,30.0,34.0,28.0,35.2,32.0,27.0,25.333333333333332,24,33,27.0,25,25,29.0,30.0,23.0,27.0,25,33.0,28.0,35.0,18.0,29.0,30,25.0,17.0,37.0,31.0,39.0,41.0,24,36.0,26,32.0,29.0,18.0,20.666666666666668,24,28.0,23.0,20.0,29.4,23.0,28.5,21.0,24.0,26.0,17,29.6,28,34.0,25.0,20.0,26.0,35.0,28.0,30.0,22,39.0,28.0,39.0,34.0,35.0,39.0,48,39.0,35.0,37.0,48.0,35.0,40.0,10.75,13.0,7.0,9.8,14.0,6.0,5.0,12,8.0
2022_12_20,38.0,33.0,30.0,33.0,32.0,25.0,27.0,39.0,46.0,37.0,46.0,41.0,32.0,29.0,24,38,32.0,34,35,40.0,40.0,31.0,40.0,33,41.0,30.0,43.0,22.0,44.0,42,34.0,16.0,43.0,35.0,46.0,62.0,29,34.0,28,46.0,27.0,21.0,22.0,30,34.0,30.0,27.0,39.4,20.0,35.75,25.0,27.0,32.0,18,31.4,34,42.0,27.0,25.0,29.0,44.0,33.0,39.0,21,44.0,27.0,44.0,34.0,38.0,39.0,48,37.0,36.0,46.0,47.0,38.0,42.0,16.0,15.0,13.0,12.8,16.6,8.0,13.0,18,9.0
2022_12_21,45.0,46.0,36.0,41.0,42.0,31.0,33.0,51.0,51.0,44.0,50.6,50.0,43.0,35.0,36,49,41.0,41,40,46.0,46.0,36.0,43.0,33,45.0,25.0,42.0,23.0,44.0,45,35.0,16.0,41.0,34.0,39.0,47.0,19,30.0,26,40.0,22.0,17.0,22.0,39,37.0,34.0,31.0,42.6,30.0,36.5,29.0,29.0,30.0,17,35.0,38,41.0,24.0,23.0,27.0,49.0,34.0,40.0,18,45.0,26.0,44.0,34.0,39.0,42.0,49,37.0,37.0,41.0,49.0,32.0,44.0,24.0,21.0,22.0,14.4,18.2,9.0,17.0,19,11.0
2022_12_22,50.0,46.0,35.0,41.0,42.0,29.0,34.0,58.0,51.0,48.0,48.8,52.0,44.0,41.333333333333336,38,48,39.0,42,43,47.0,46.0,41.0,42.0,30,45.0,30.0,40.0,21.0,46.0,41,28.0,17.0,50.2,36.0,34.0,36.0,42,55.0,36,31.0,31.0,29.0,21.0,33,39.0,30.0,31.0,45.2,19.0,40.5,23.0,27.0,25.0,16,32.0,34,37.0,26.0,26.0,25.0,41.0,35.0,44.0,16,45.0,26.0,40.0,31.0,28.0,41.0,47,41.0,34.0,46.0,,29.0,40.0,25.0,24.0,22.0,13.6,19.0,10.0,22.0,16,11.0
2022_12_23,41.0,43.0,36.0,34.0,36.0,27.0,34.0,48.0,42.0,40.0,46.6,40.0,35.0,39.333333333333336,31,43,36.0,36,37,48.0,48.0,45.0,49.0,46,49.0,39.0,46.0,21.0,42.0,51,42.0,21.0,43.6,50.0,47.0,45.0,43,59.0,40,42.0,41.0,30.0,20.0,45,46.0,33.0,32.0,51.2,30.0,40.25,30.0,44.0,40.0,20,30.0,29,35.0,26.0,25.0,27.0,35.0,30.0,35.0,15,43.0,29.0,39.0,35.0,30.0,38.0,47,42.0,39.0,43.0,,37.0,43.0,20.0,21.0,21.0,17.0,18.6,12.0,20.0,19,11.0
2022_12_24,33.0,38.0,30.0,32.0,32.0,26.0,27.0,37.0,38.0,32.0,42.6,34.0,35.0,35.333333333333336,31,40,36.0,31,31,36.0,33.0,42.0,44.0,33,40.0,33.0,57.0,21.0,42.0,39,30.0,24.0,42.0,30.0,43.0,27.0,26,30.0,21,24.0,23.0,18.0,30.0,35,47.0,34.0,34.0,41.2,31.0,37.75,35.0,34.0,33.0,22,37.0,37,37.0,27.0,27.0,31.0,34.0,37.0,42.0,16,47.0,35.0,43.0,38.0,35.0,34.0,48,42.0,36.0,39.0,48.0,33.0,34.0,22.0,18.0,20.0,16.0,18.0,10.0,19.0,22,10.0
2022_12_25,28.0,31.0,23.0,24.0,24.0,18.0,23.0,29.0,32.0,25.0,35.4,30.0,25.0,27.333333333333332,19,33,30.0,26,28,26.0,26.0,30.0,37.0,24,40.0,23.0,51.0,18.0,46.0,28,22.0,23.0,40.0,30.0,28.0,31.0,21,31.0,19,20.0,25.0,14.0,27.0,40,46.0,31.0,33.0,27.8,27.0,29.5,30.0,26.0,31.0,20,38.0,43,43.0,20.0,20.0,28.0,24.0,39.0,47.0,22,42.0,31.0,42.0,34.0,32.0,30.0,39,36.0,21.0,27.0,39.0,27.0,29.0,19.0,24.0,17.0,15.8,18.0,11.0,19.0,18,9.0
2022_12_26,32.0,32.0,28.0,27.0,26.0,21.0,24.0,35.0,36.0,30.0,39.0,35.0,29.0,26.333333333333332,22,34,28.0,31,31,39.0,39.0,33.0,39.0,36,44.0,29.0,44.0,20.0,46.0,36,33.0,24.0,48.0,37.0,34.0,36.0,26,26.0,19,26.0,26.0,14.0,25.0,31,43.0,28.0,26.0,35.6,23.0,31.5,27.0,34.0,31.0,22,34.0,35,36.0,18.0,17.0,23.0,31.0,36.0,45.0,21,39.0,25.0,39.0,30.0,34.0,31.0,42,36.0,28.0,36.0,42.0,33.0,36.0,16.0,18.0,20.0,13.6,16.4,11.0,21.0,19,9.0
2022_12_27,39.0,35.0,30.0,32.0,30.0,25.0,28.0,44.0,39.0,38.0,39.6,36.0,35.0,29.333333333333332,25,43,34.0,33,34,47.0,46.0,35.0,41.0,36,46.0,30.0,45.0,21.0,47.0,37,32.0,27.0,38.4,37.0,35.0,33.0,23,30.0,13,30.0,24.0,11.0,28.0,32,45.0,31.0,31.0,36.75,23.0,35.0,31.0,35.0,39.0,19,33.0,33,33.0,18.0,17.0,21.0,37.0,32.0,41.0,18,42.0,26.0,38.0,31.0,29.0,33.0,42,39.0,35.0,43.0,44.0,30.0,38.0,18.0,20.0,23.0,16.0,18.0,10.0,24.0,19,10.0
2022_12_28,48.0,43.0,33.0,36.0,30.0,27.0,30.0,52.0,45.0,47.0,33.0,42.0,39.0,19.333333333333332,29,50,32.0,38,38,58.0,56.0,34.0,48.0,35,43.0,27.0,51.0,19.0,58.0,48,31.0,22.0,33.8,34.0,30.0,23.0,21,24.0,12,19.0,20.0,11.0,28.0,40,48.0,30.0,36.0,34.2,36.25,33.0,34.0,32.0,33.0,19,32.0,32,33.0,17.0,17.0,23.0,37.0,28.0,37.0,21,41.0,24.0,38.0,33.0,30.0,34.0,41,40.0,34.0,36.0,41.0,29.0,39.0,23.0,22.0,26.0,15.6,17.8,10.0,25.0,19,14.0
2022_12_29,43.0,38.0,33.0,35.0,31.0,26.0,29.0,50.0,43.0,41.0,28.0,43.0,40.0,25.666666666666668,31,46,31.0,36,38,50.0,49.0,35.0,40.0,32,34.0,25.0,46.0,20.0,59.0,37,28.0,26.0,32.2,27.0,25.0,21.0,13,30.0,15,19.0,13.0,12.0,27.0,32,47.0,31.0,33.0,27.8,26.75,25.25,29.0,32.0,29.0,25,34.0,31,32.0,15.0,15.0,21.0,30.0,33.0,39.0,22,37.0,21.0,38.0,28.0,30.0,36.0,43,35.0,30.0,36.0,45.0,26.0,36.0,25.0,19.0,26.0,14.0,16.2,11.0,26.0,19,11.0
2022_12_30,27.0,24.0,22.0,25.0,23.0,19.0,20.0,27.0,28.0,25.0,27.2,27.0,24.0,22.666666666666668,19,30,24.0,24,24,33.0,32.0,27.0,29.0,20,23.0,23.0,40.0,15.0,41.0,25,17.0,14.0,21.8,27.0,29.0,22.0,16,33.0,19,19.0,17.0,12.0,17.0,28,33.0,23.0,24.0,21.4,25.5,22.75,20.0,17.0,22.0,15,32.0,31,30.0,15.0,15.0,20.0,21.0,29.0,30.0,20,36.0,22.0,35.0,26.0,24.0,32.0,38,33.0,26.0,28.0,37.0,22.0,28.0,27.0,23.0,27.0,14.2,16.2,12.0,29.0,24,16.0
2022_12_31,29.0,24.0,23.0,27.0,26.0,18.0,22.0,34.0,31.0,28.0,26.4,29.0,24.0,24.0,17,31,22.0,28,28,30.0,27.0,26.0,30.0,19,21.0,25.0,35.0,15.0,39.0,24,18.0,13.0,20.0,21.0,25.0,24.0,18,39.0,20,14.0,18.0,17.0,16.0,18,28.0,20.0,19.0,21.25,20.0,21.0,19.0,20.0,23.0,14,31.0,29,30.0,14.0,13.0,18.0,21.0,28.0,30.0,24,33.0,22.0,32.0,28.0,23.0,27.0,30,29.0,29.0,29.0,34.0,19.0,27.0,30.0,22.0,24.0,15.6,17.0,11.0,27.0,22,15.0
